RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
1,1,Vijay Singh,18,9.0,2.0,1.0
2,T2,Tiger Woods,14,1.0,3.0,3.0
3,T2,Phil Mickelson,13,2.0,2.0,3.0
4,T4,Stephen Ames,11,1.0,,1.0
T5,T6,Ernie Els,10,3.0,2.0,1.0
T5,T4,Stewart Cink,10,2.0,1.0,
T7,T8,Retief Goosen,9,2.0,,1.0
T7,T6,Chris DiMarco,9,,2.0,1.0
T9,T8,Davis Love III,8,,2.0,1.0
T9,T10,Jay Haas,8,,,1.0
T9,T10,Mark Hensby,8,1.0,1.0,2.0
T9,T10,Jerry Kelly,8,,,1.0
T13,T17,Mike Weir,7,1.0,1.0,
T13,T17,David Toms,7,1.0,,
T13,T10,Kenny Perry,7,,,1.0
T13,T17,Rory Sabbatini,7,,2.0,2.0
T13,T10,K.J. Choi,7,,,1.0
T13,T10,Adam Scott,7,2.0,1.0,1.0
T13,T10,Carl Pettersson,7,,,1.0
T20,T17,Tim Clark,6,,,
T20,T17,Kirk Triplett,6,,,
T20,T24,Scott Verplank,6,,1.0,1.0
T20,T17,Fred Funk,6,1.0,1.0,1.0
T20,T17,Shigeki Maruyama,6,,1.0,
T25,T24,Jesper Parnevik,5,,1.0,
T25,T24,Robert Allenby,5,,,
T25,T24,Padraig Harrington,5,,2.0,
T25,T24,Sergio Garcia,5,2.0,,
T25,T24,Freddie Jacobson,5,,,
T25,T24,Stuart Appleby,5,1.0,1.0,1.0
T25,T24,John Daly,5,1.0,1.0,
T25,T24,Jeff Maggert,5,,1.0,1.0
T25,T24,Duffy Waldorf,5,,,
T25,T24,Tom Pernice Jr.,5,,,2.0
T25,T24,Charles Howell III,5,,1.0,
T25,T24,Bo Van Pelt,5,,,
T25,T24,Zach Johnson,5,1.0,,2.0
T25,T24,Ben Crane,5,,,
T39,T39,Vaughn Taylor,4,1.0,,
T39,T39,Luke Donald,4,,1.0,1.0
T39,T39,Geoff Ogilvy,4,,,
T39,T39,Harrison Frazar,4,,2.0,1.0
T39,T39,Joe Ogilvie,4,,1.0,1.0
T39,T39,Ted Purdy,4,,2.0,
T39,T39,Justin Rose,4,,,
T39,T39,Kevin Sutherland,4,,,
T39,T39,Steve Flesch,4,1.0,,1.0
T39,T39,Bernhard Langer,4,,,
T39,T39,Tom Lehman,4,,1.0,
T39,T39,Scott Hoch,4,,1.0,
T39,T39,John Huston,4,,,1.0
T39,T39,Darren Clarke,4,,,2.0
T39,T39,Todd Fischer,4,,,2.0
T39,T39,Frank Lickliter II,4,,,1.0
T39,T39,Chad Campbell,4,1.0,1.0,
T39,T39,Tim Herron,4,,1.0,1.0
T39,T39,Carlos Franco,4,1.0,,2.0
T58,T58,Woody Austin,3,1.0,,
T58,T58,Justin Leonard,3,,1.0,
T58,T58,Chris Riley,3,,1.0,
T58,T58,Daniel Chopra,3,,,
T58,T58,Alex Cejka,3,,1.0,
T58,T58,Briny Baird,3,,1.0,
T58,T58,Arron Oberholser,3,,1.0,
T58,T58,Lee Janzen,3,,,
T58,T58,Todd Hamilton,3,2.0,,
T58,T58,Paul Azinger,3,,,
T58,T58,Joe Durant,3,,,
T58,T58,Fred Couples,3,,1.0,
T58,T58,Tim Petrovic,3,,,
T58,T58,Bob Tway,3,,,
T58,T58,Jeff Sluman,3,,,
T58,T58,Patrick Sheehan,3,,1.0,1.0
T58,T58,Heath Slocum,3,1.0,,
T58,T58,J.J. Henry,3,,,1.0
T58,T58,Hunter Mahan,3,,1.0,
T58,T58,Jonathan Byrd,3,1.0,,1.0
T78,T78,Lucas Glover,2,,,
T78,T78,Hank Kuehne,2,,,
T78,T78,Paul Casey,2,,,
T78,T78,Kevin Na,2,,,1.0
T78,T78,Ryan Palmer,2,1.0,1.0,
T78,T78,John Rollins,2,,,
T78,T78,Michael Allen,2,,1.0,
T78,T78,Nick Price,2,,,
T78,T78,Loren Roberts,2,,,1.0
T78,T78,Joey Sindelar,2,1.0,,
T78,T78,Dudley Hart,2,,1.0,
T78,T78,Brian Bateman,2,,,1.0
T78,T78,Neal Lancaster,2,,,
T78,T78,Tommy Armour III,2,,1.0,
T78,T78,Olin Browne,2,,,
T78,T78,Tom Byrum,2,,,
T78,T78,Mark Calcavecchia,2,,,
T78,T78,Brad Faxon,2,,,
T78,T78,Robert Gamez,2,,,
T78,T78,Bill Glasson,2,,,
T78,T78,J.L. Lewis,2,,,
T78,T78,Skip Kendall,2,,1.0,
T78,T78,Steve Lowery,2,,1.0,1.0
T78,T78,Dennis Paulson,2,,,
T78,T78,Corey Pavin,2,,,
T78,T78,Greg Chalmers,2,,,
T78,T78,Hidemichi Tanaka,2,,,1.0
T78,T78,Rod Pampling,2,1.0,,
T78,T78,John Senden,2,,,
T78,T78,Danny Ellis,2,,,
T78,T78,Mathias Grönberg,2,,,
T78,T78,Stephen Leaney,2,,,
T78,T78,Lee Westwood,2,,,
T78,T78,Robert Damron,2,,1.0,
T78,T78,José Coceres,2,,,1.0
T78,T78,Notah Begay III,2,,,1.0
T78,T78,Jonathan Kaye,2,1.0,,
T78,T78,Thomas Bjørn,2,,1.0,
T78,T78,Cameron Beckman,2,,,
T78,T78,Jay Williamson,2,,,
T78,T78,Scott McCarron,2,,1.0,
T78,T78,Kent Jones,2,,,
T78,T78,Jim Furyk,2,,,
T78,T78,Matt Gogel,2,,,
T122,T122,Dicky Pride,1,,,
T122,T122,Glen Day,1,,,1.0
T122,T122,Jeff Brehaut,1,,,
T122,T122,Mike Heinen,1,,,
T122,T122,Spike McRoy,1,,,
T122,T122,Paul Stankowski,1,,,
T122,T122,Omar Uresti,1,,,
T122,T122,Per-Ulrik Johansson,1,,,
T122,T122,Colin Montgomerie,1,,,
T122,T122,Thomas Levet,1,,,
T122,T122,Craig Barlow,1,,,
T122,T122,Hirofumi Miyase,1,,,
T122,T122,Craig Perks,1,,,
T122,T122,Dean Wilson,1,,,1.0
T122,T122,Brent Geiberger,1,1.0,,
T122,T122,Chris Couch,1,,,
T122,T122,Paul McGinley,1,,,
T122,T122,Brian Gay,1,,,
T122,T122,Ken Duke,1,,,
T122,T122,Ángel Cabrera,1,,,
T122,T122,Aaron Barber,1,,,
T122,T122,Arjun Atwal,1,,,
T122,T122,Steve Allan,1,,1.0,
T122,T122,Andre Stolz,1,1.0,,
T122,T122,David Howell,1,,,1.0
T122,T122,Peter Lonard,1,,,
T122,T122,Mark O'Meara,1,,,
T122,T122,Craig Parry,1,1.0,,
T122,T122,Billy Mayfair,1,,,
T122,T122,"Jim Gallagher, Jr.",1,,,
T122,T122,Robin Freeman,1,,,1.0
T122,T122,David Frost,1,,,
T122,T122,Bob Estes,1,,1.0,
T122,T122,Bart Bryant,1,1.0,,
T122,T122,Billy Andrade,1,,,
T122,T122,Danny Briggs,1,,,
T122,T122,Mark Brooks,1,,,
T122,T122,José María Olazábal,1,,,
T122,T122,Shaun Micheel,1,,,
T122,T122,Steve Stricker,1,,,
T122,T122,Brandt Jobe,1,,,
T122,T122,Craig Bowden,1,,,
T122,T122,Pat Bates,1,,,
T122,T122,Brett Quigley,1,,1.0,
T122,T122,Bob Burns,1,,,
T122,T122,Gene Sauers,1,,,
T122,T122,Scott Simpson,1,,,
T122,T122,John Riegger,1,,,
T122,T122,Chris Smith,1,,,1.0
T122,T122,Scott Hend,1,,,1.0
T122,T122,Matt Kuchar,1,,,
T122,T122,Ben Curtis,1,,,
T122,T122,Joel Kribel,1,,,
T122,T122,Aaron Baddeley,1,,1.0,
T122,T122,Mark Wilson,1,,,
T122,T122,Jason Dufner,1,,,
T122,T122,Jason Bohn,1,,,
T122,T122,Pat Perez,1,,,1.0
T122,T122,Tag Ridings,1,,1.0,
T122,T122,Ian Poulter,1,,,
T122,T122,Roland Thatcher,1,,,
T122,T122,Richard Johnson,1,,,
T122,T122,John Morgan,1,,1.0,
T122,T122,Camilo Villegas,1,,,
T122,T122,Bill Haas,1,,,
