RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
1,,Tiger Woods,42,18.07,758.81,-414.82,709.64,
2,,Vijay Singh,62,10.77,667.51,-604.08,503.97,
3,,Phil Mickelson,45,9.15,411.83,-294.21,369.93,
4,,Retief Goosen,51,8.53,434.84,-309.87,348.56,
5,,Ernie Els,45,8.31,373.87,-443.13,235.03,
6,,Sergio Garcia,47,7.98,374.91,-180.72,296.4,
7,,Jim Furyk,40,5.89,235.64,-163.74,258.53,
8,,Adam Scott,50,5.45,272.29,-193.53,240.85,
9,,Chris DiMarco,51,5.2,265.08,-168.0,224.69,
10,,Kenny Perry,46,5.07,233.19,-172.96,233.3,
11,,Ángel Cabrera,41,5.0,205.16,-92.29,172.93,
12,,David Toms,49,4.98,244.25,-163.43,235.82,
13,,Luke Donald,53,4.88,258.44,-139.12,226.91,
14,,Padraig Harrington,51,4.85,247.4,-195.99,166.12,
15,,Colin Montgomerie,53,4.76,252.11,-90.28,253.24,
16,,Michael Campbell,51,4.62,235.6,-80.45,237.21,
17,,Davis Love III,48,4.49,215.56,-215.33,177.87,
18,,Paul McGinley,51,4.12,209.94,-71.9,186.26,
19,,David Howell,51,4.09,208.83,-97.78,169.4,
20,,Darren Clarke,50,4.09,204.25,-193.14,157.19,
21,,Tim Clark,57,3.96,225.84,-110.36,237.04,
22,,Thomas Bjørn,51,3.73,190.47,-123.74,152.01,
23,,Fred Couples,42,3.73,156.46,-98.24,138.04,
24,,Bart Bryant,52,3.69,191.95,-44.5,193.07,
25,,Stewart Cink,56,3.61,201.96,-183.07,115.13,
26,,Scott Verplank,49,3.51,171.8,-142.02,144.97,
27,,José María Olazábal,56,3.42,191.31,-67.87,188.66,
28,,John Daly,50,3.39,169.65,-84.96,134.07,
29,,Justin Leonard,49,3.23,158.5,-110.99,145.08,
30,,Stuart Appleby,55,3.16,173.57,-196.99,133.59,
31,,Miguel Angel Jiménez,54,3.15,170.33,-142.49,92.54,
32,,Chad Campbell,55,3.13,172.04,-169.71,145.46,
33,,Henrik Stenson,51,3.08,156.82,-50.67,149.34,
34,,Ben Crane,48,3.06,146.97,-60.76,139.08,
35,,Mark Hensby,53,3.05,161.48,-99.55,123.06,
36,,K.J. Choi,60,2.97,178.32,-154.16,129.25,
37,,Sean O'Hair,40,2.91,116.5,-15.4,131.9,
38,,Nick O'Hern,54,2.89,156.12,-95.53,129.17,
39,,Shigeki Maruyama,56,2.88,161.25,-124.11,121.08,
40,,Mike Weir,46,2.84,130.52,-190.28,83.29,
41,,Fred Funk,59,2.83,166.78,-120.29,155.92,
42,,Tom Lehman,42,2.74,115.22,-82.86,106.81,
43,,Lee Westwood,53,2.73,144.49,-126.25,87.91,
44,,Shingo Katayama,55,2.72,149.39,-79.94,115.33,
45,,Brandt Jobe,40,2.64,105.47,-32.39,114.74,
46,,Peter Lonard,62,2.61,161.99,-127.45,124.26,
47,,Tim Herron,54,2.58,139.32,-96.47,130.51,
48,,Stephen Ames,51,2.53,129.03,-127.06,62.05,
49,,Zach Johnson,60,2.44,146.63,-95.41,115.27,
50,,Geoff Ogilvy,57,2.44,139.21,-87.39,127.55,
51,,Graeme McDowell,57,2.42,137.83,-84.73,98.41,
52,,Charles Howell III,59,2.36,139.3,-120.7,132.93,
53,,Rod Pampling,57,2.33,132.88,-94.7,100.7,
54,,Bernhard Langer,41,2.31,94.83,-64.87,86.71,
55,,Steve Elkington,44,2.3,101.13,-16.29,105.43,
56,,Carl Pettersson,62,2.29,142.07,-57.34,114.38,
57,,Niclas Fasth,52,2.22,115.52,-61.18,121.26,
58,,Ian Poulter,59,2.19,129.17,-120.58,90.13,
59,,Mark Calcavecchia,53,2.16,114.7,-49.95,110.16,
60,,Craig Parry,47,2.16,101.42,-74.87,96.32,
61,,Rory Sabbatini,52,2.14,111.52,-94.41,61.41,
62,,Trevor Immelman,54,2.11,113.92,-101.16,85.83,
63,,Brad Faxon,51,2.1,106.92,-91.19,89.23,
64,,Jerry Kelly,60,2.09,125.62,-119.38,81.57,
65,,Ted Purdy,71,2.09,148.44,-59.39,134.15,
66,,Paul Casey,48,2.03,97.46,-110.72,59.76,
67,,Lucas Glover,59,1.93,113.95,-30.39,114.77,
68,,Richard Green,54,1.92,103.89,-68.06,59.2,
69,,Vaughn Taylor,60,1.88,112.58,-35.03,98.59,
70,,Billy Mayfair,63,1.87,117.61,-46.21,127.7,
71,,Kenneth Ferrie,54,1.86,100.49,-32.86,99.17,
72,,Olin Browne,59,1.86,109.74,-23.48,103.48,
73,,Tom Pernice Jr.,63,1.85,116.76,-66.48,97.76,
74,,Stephen Dodd,52,1.83,95.3,-39.87,85.96,
75,,Bo Van Pelt,63,1.83,115.02,-53.84,94.76,
76,,Carlos Franco,54,1.81,97.54,-69.56,63.34,
77,,Thomas Levet,54,1.77,95.74,-97.7,41.19,
78,,Robert Allenby,65,1.76,114.35,-119.27,72.97,
79,,Joe Ogilvie,65,1.75,113.46,-69.32,109.07,
80,,David Smail,51,1.74,88.78,-47.26,61.91,
81,,Jay Haas,40,1.73,69.36,-109.19,33.58,
82,,Justin Rose,61,1.71,104.26,-77.43,75.6,
83,,Bradley Dredge,52,1.7,88.53,-39.08,85.84,
84,,Greg Owen,43,1.7,73.16,-45.84,83.03,
85,,Ryan Palmer,69,1.68,116.11,-57.14,82.23,
86,,Paul Broadhurst,52,1.68,87.27,-35.96,79.58,
87,,Jason Bohn,58,1.68,97.16,-27.1,93.47,
88,,Jason Gore,46,1.67,76.9,-6.9,78.25,
89,,Steve Flesch,62,1.65,102.27,-126.94,58.45,
90,,S.K. Ho,48,1.64,78.75,-45.74,57.76,
91,,Raphael Jacquelin,51,1.61,81.93,-66.12,64.27,
92,,"Wes Short, Jr.",42,1.61,67.45,-4.59,67.12,
93,,Nick Dougherty,63,1.6,100.89,-36.87,115.72,
94,,Arron Oberholser,44,1.6,70.42,-60.58,58.99,
95,,Jonathan Kaye,49,1.59,77.96,-122.3,81.21,
96,,David Lynn,50,1.58,79.24,-51.05,57.1,
97,,Todd Hamilton,63,1.58,99.53,-124.02,33.92,
98,,Jesper Parnevik,51,1.56,79.55,-65.42,47.63,
99,,Loren Roberts,40,1.54,61.79,-64.37,51.31,
100,,Bob Tway,52,1.51,78.77,-87.09,65.92,
101,,Heath Slocum,60,1.5,90.08,-41.6,84.51,
102,,Joe Durant,51,1.49,75.86,-58.25,67.73,
103,,Jeff Maggert,46,1.48,68.08,-68.92,45.63,
104,,Keiichiro Fukabori,56,1.47,82.1,-48.99,64.5,
105,,Harrison Frazar,56,1.46,81.94,-55.01,62.6,
106,,Bob Estes,50,1.46,72.87,-68.62,56.46,
107,,Thongchai Jaidee,50,1.46,72.78,-48.82,59.06,
108,,Dudley Hart,52,1.44,74.96,-38.77,64.53,
109,,Nick Price,40,1.44,57.45,-73.86,45.39,
110,,Freddie Jacobson,52,1.43,74.48,-100.78,55.28,
111,,Tim Petrovic,66,1.43,94.24,-84.0,85.23,
112,,Brian Davis,60,1.43,85.65,-82.45,77.81,
113,,Kirk Triplett,42,1.43,59.87,-82.61,38.11,
114,,Pat Perez,60,1.42,85.49,-42.08,79.74,
115,,Maarten Lafeber,52,1.41,73.35,-51.25,78.31,
116,,Simon Khan,48,1.4,67.32,-37.93,50.99,
117,,Y.E. Yang,51,1.38,70.2,-37.1,40.64,
118,,Jeff Sluman,56,1.37,76.93,-67.15,69.23,
119,,Anders Hansen,49,1.37,67.18,-49.8,45.53,
120,,Joey Sindelar,60,1.34,80.57,-65.89,55.26,
121,,Peter Hanson,53,1.34,71.03,-36.65,67.72,
122,,Woody Austin,59,1.34,78.91,-64.0,63.01,
123,,Steven Conran,52,1.3,67.48,-42.69,43.71,
124,,Ryoken Kawagishi,56,1.29,72.49,-31.17,50.42,
125,,Steve Webster,51,1.28,65.38,-34.84,66.96,
126,,Joey Snyder III,40,1.27,50.94,-9.81,60.75,
127,,Corey Pavin,50,1.25,62.29,-38.84,46.31,
128,,Stephen Gallacher,53,1.24,65.84,-63.25,26.74,
129,,Toshi Izawa,48,1.23,59.1,-51.19,43.11,
130,,Tag Ridings,50,1.22,60.95,-22.18,46.62,
131,,Richard Sterne,55,1.21,66.53,-38.06,64.8,
132,,Toru Taniguchi,55,1.2,66.23,-56.28,24.07,
133,,Steve Lowery,60,1.2,71.91,-57.0,50.39,
134,,Ryan Moore,40,1.18,47.37,-4.74,49.0,
135,,Stephen Leaney,56,1.17,65.31,-72.85,43.09,
136,,Jeff Brehaut,59,1.15,68.09,-30.3,63.56,
137,,Paul Sheehan,55,1.14,62.66,-50.99,39.13,
138,,Barry Lane,51,1.14,58.08,-51.23,40.68,
139,,Yasuharu Imano,56,1.13,63.23,-24.05,56.81,
140,,Tadahiro Takayama,51,1.11,56.8,-23.93,56.3,
141,,Jean-Francois Remesy,48,1.11,53.45,-39.51,30.82,
142,,Scott McCarron,51,1.11,56.57,-68.63,59.17,
143,,Alex Cejka,62,1.11,68.63,-91.02,29.35,
144,,Robert Gamez,59,1.1,64.81,-50.56,55.09,
145,,J.L. Lewis,62,1.09,67.38,-66.15,61.43,
146,,Jyoti Randhawa,50,1.08,53.76,-50.82,31.96,
147,,Brett Quigley,62,1.06,65.55,-51.39,62.43,
148,,Thaworn Wiratchant,50,1.06,52.79,-22.21,48.23,
149,,Rocco Mediate,43,1.05,45.01,-44.86,43.7,
150,,Joakim Haeggman,52,1.05,54.39,-52.32,17.45,
151,,Billy Andrade,57,1.05,59.61,-42.03,59.16,
152,,Scott Drummond,53,1.04,55.37,-42.15,26.36,
153,,Jonathan Byrd,58,1.04,60.49,-62.2,40.79,
154,,Brett Rumford,52,1.04,54.05,-37.33,38.47,
155,,José Manuel Lara,58,1.03,59.57,-30.97,52.41,
156,,Dinesh Chand,55,1.03,56.42,-27.62,40.56,
157,,Graeme Storm,58,1.01,58.67,-19.88,58.4,
158,,Duffy Waldorf,54,1.01,54.61,-69.74,29.63,
159,,Chris Riley,49,0.99,48.44,-93.2,18.44,
160,,Hiroyuki Fujita,53,0.99,52.29,-37.47,41.73,
161,,Peter Hedblom,50,0.98,49.24,-35.22,51.01,
162,,Daniel Chopra,74,0.97,71.86,-38.33,51.71,
163,,Pierre Fulke,40,0.97,38.81,-14.43,39.93,
164,,Briny Baird,63,0.97,61.08,-88.1,37.54,
165,,Kevin Sutherland,53,0.97,51.37,-54.34,46.65,
166,,Kevin Na,65,0.97,62.94,-44.96,64.79,
167,,John Rollins,59,0.97,57.13,-57.86,45.28,
168,,Charl Schwartzel,58,0.96,55.52,-36.55,43.85,
169,,John Senden,63,0.96,60.29,-42.45,50.57,
170,,Tommy Armour III,57,0.95,54.18,-56.94,40.33,
171,,Grégory Havret,54,0.93,50.35,-38.02,53.51,
172,,Craig Barlow,51,0.93,47.54,-33.88,42.44,
173,,J.J. Henry,62,0.93,57.58,-34.97,47.83,
174,,Aaron Baddeley,58,0.92,53.47,-38.57,53.94,
175,,Arjun Atwal,54,0.92,49.6,-30.2,49.1,
176,,Terry Pilkadaris,41,0.92,37.62,-17.65,23.12,
177,,Ben Curtis,53,0.91,48.12,-64.5,38.07,
178,,Peter O'Malley,50,0.9,45.01,-38.3,31.03,
179,,Charles Warren,58,0.89,51.65,-17.96,56.56,
180,,John Huston,51,0.89,45.18,-53.79,33.25,
181,,Søren Kjeldsen,51,0.88,44.86,-33.9,35.71,
182,,Hidemasa Hoshino,54,0.88,47.27,-24.96,37.31,
183,,Simon Dyson,54,0.87,46.88,-21.87,46.06,
184,,Ryuji Imada,49,0.87,42.5,-17.2,45.07,
185,,Robert Damron,56,0.87,48.47,-37.09,36.33,
186,,Joe Ozaki,41,0.86,35.44,-27.39,36.43,
187,,Hidemichi Tanaka,62,0.86,53.34,-44.56,40.65,
188,,Tetsuji Hiratsuka,58,0.86,49.79,-52.19,31.93,
189,,Soren Hansen,53,0.86,45.41,-32.25,40.27,
190,,Hank Kuehne,61,0.85,52.1,-40.11,40.36,
191,,Robert-Jan Derksen,52,0.85,44.04,-29.14,38.69,
192,,Taichi Teshima,54,0.85,45.64,-36.28,35.48,
193,,James Driscoll,50,0.84,41.8,-17.15,45.62,
194,,Miles Tunnicliff,49,0.82,40.37,-30.78,27.44,
195,,Robert Karlsson,52,0.82,42.68,-25.47,46.91,
196,,Daisuke Maruyama,59,0.82,48.24,-29.19,42.61,
197,,Dean Wilson,60,0.82,48.97,-24.9,41.49,
198,,Patrick Sheehan,68,0.81,55.41,-47.84,40.37,
199,,Michael Allen,58,0.8,46.66,-28.76,32.99,
200,,Gonzalo Fernandez-Castaño,40,0.8,32.16,-8.55,34.84,
201,,Prayad Marksaeng,62,0.8,49.54,-33.2,35.04,
202,,Paul Lawrie,51,0.8,40.6,-26.53,43.77,
203,,Brent Geiberger,52,0.79,41.24,-44.08,15.36,
204,,Ricardo Gonzalez,42,0.78,32.93,-43.37,20.82,
