RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
60,60,Michael Allen,87,291.1,49484,170
61,T61,Craig Barlow,80,291.0,45401,156
T62,T63,Jonathan Kaye,79,290.9,44212,152
T62,T63,Jeff Brehaut,106,290.9,60509,208
64,65,Carl Pettersson,100,290.8,56417,194
T65,T66,Jason Dufner,79,290.7,45931,158
T65,T66,Kevin Muncrief,50,290.7,29065,100
T65,T66,D.J. Brigman,79,290.7,44188,152
T65,T66,Justin Rose,77,290.7,41866,144
69,T61,Carlos Franco,99,290.6,57539,198
T70,T66,Stewart Cink,103,290.5,56361,194
T70,71,Tommy Armour III,87,290.5,50540,174
72,72,Patrick Sheehan,113,290.3,64444,222
T73,T73,Arjun Atwal,85,289.4,48033,166
T73,T73,Briny Baird,100,289.4,56153,194
T73,T73,Craig Perks,75,289.4,41677,144
76,76,Ted Purdy,114,289.2,64778,224
77,77,Niclas Fasth,61,289.1,34694,120
78,78,Darren Clarke,54,289.0,27740,96
T79,T79,Jay Delsing,76,288.8,42170,146
T79,T79,Steve Lowery,91,288.8,51411,178
T79,T79,Joe Ogilvie,104,288.8,58908,204
82,T82,Charles Howell III,104,288.5,58273,202
T83,T84,J.L. Lewis,106,288.3,61122,212
T83,T84,Grant Waite,79,288.3,44394,154
T85,T86,Robert Gamez,103,288.1,59348,206
T85,T86,Jay Williamson,100,288.1,56176,195
T87,T82,Chad Campbell,100,288.0,53573,186
T87,T88,Aaron Baddeley,87,288.0,48967,170
T89,T90,Freddie Jacobson,83,287.9,46060,160
T89,T90,Jesper Parnevik,86,287.9,49520,172
T89,T88,Stephen Ames,97,287.9,54694,190
92,92,Tommy Tolles,67,287.8,38563,134
93,93,Shaun Micheel,93,287.5,52323,182
T94,T94,Frank Lickliter II,89,287.3,49423,172
T94,T94,Greg Chalmers,70,287.3,40227,140
T94,T94,Matt Kuchar,83,287.3,47699,166
T97,T97,Joe Durant,85,287.2,48829,170
T97,T97,Tim Petrovic,111,287.2,61455,214
T97,T97,Tom Lehman,70,287.2,37906,132
100,100,Steve Elkington,64,287.1,35025,122
T101,T102,Danny Ellis,81,286.7,44158,154
T101,T102,John Rollins,90,286.7,48740,170
T103,T104,Kent Jones,99,286.4,55560,194
T103,T104,John Huston,62,286.4,32081,112
105,106,Kevin Sutherland,86,286.3,46383,162
106,107,Tripp Isenhour,55,286.2,30332,106
T107,T108,Glen Day,101,286.1,56654,198
T107,T108,Lee Janzen,84,286.1,46627,163
109,110,Tom Pernice Jr.,103,286.0,56626,198
T110,T111,Notah Begay III,71,285.8,38293,134
T110,T111,David Branshaw,84,285.8,46878,164
T110,T111,Alex Cejka,76,285.8,40009,140
T113,T111,Zach Johnson,109,285.6,61115,214
T113,T115,Matt Gogel,86,285.6,47977,168
T113,T115,Dudley Hart,60,285.6,33135,116
116,118,Duffy Waldorf,79,285.4,41668,146
117,117,David Toms,80,285.3,42218,148
118,119,Billy Mayfair,109,285.2,59887,210
119,120,Paul Azinger,75,285.1,42764,150
T120,T121,John Riegger,53,285.0,30211,106
T120,T121,K.J. Choi,83,285.0,46738,164
T122,T123,Arron Oberholser,77,284.6,41549,146
T122,T123,Mark Hensby,97,284.6,52929,186
124,125,Ken Duke,89,284.3,49466,174
T125,T127,Danny Briggs,85,283.8,45980,162
T125,T127,David Gossett,57,283.8,32350,114
T125,T127,Ben Crane,92,283.8,52224,184
T128,T130,Billy Andrade,104,283.5,58678,207
T128,126,Todd Hamilton,92,283.5,49897,176
T128,T130,Steve Pate,71,283.5,39124,138
T131,T132,Rocco Mediate,53,283.4,27202,96
T131,T132,Cliff Kresge,89,283.4,49312,174
T131,T132,Richard Johnson,102,283.4,57809,204
134,135,Justin Leonard,90,282.9,48098,170
135,137,Stephen Leaney,84,282.3,42338,150
T136,T138,Dean Wilson,99,282.2,55870,198
T136,T138,Bernhard Langer,59,282.2,31041,110
T138,T140,Bart Bryant,73,282.1,38935,138
T138,136,Mike Weir,75,282.1,41186,146
T138,T140,Ben Curtis,56,282.1,29338,104
T138,T140,Mark Wilson,62,282.1,34983,124
T142,T143,Olin Browne,92,281.9,49614,176
T142,T143,Dan Forsman,79,281.9,43417,154
144,145,Steve Stricker,81,281.8,43957,156
145,146,Spike McRoy,93,281.5,51227,182
T146,T147,David Peoples,82,281.3,45001,160
T146,T147,Skip Kendall,99,281.3,55692,198
148,149,Jeff Maggert,60,281.2,33738,120
149,150,Guy Boros,64,281.1,35977,128
150,151,Hidemichi Tanaka,89,281.0,50014,178
151,152,Blaine McCallister,68,280.9,38202,136
152,153,J.P. Hayes,79,280.7,42107,150
153,155,Dicky Pride,66,280.5,35338,126
154,156,Scott Hoch,52,280.4,28601,102
155,T157,Russ Cochran,61,280.3,34193,122
156,159,Gene Sauers,83,280.2,45385,162
T157,T160,Todd Fischer,104,280.1,57134,204
T157,154,Shigeki Maruyama,93,280.1,51534,184
T157,T160,Heath Slocum,92,280.1,50420,180
T157,T160,Kevin Na,100,280.1,53784,192
161,T157,Steve Flesch,109,279.9,58507,209
162,163,Luke Donald,72,279.8,40297,144
T163,T164,Hirofumi Miyase,65,279.7,34962,125
T163,T164,Brian Gay,96,279.7,52589,188
165,166,Jeff Sluman,98,279.6,54236,194
166,167,José Coceres,68,279.4,35479,127
167,168,Kirk Triplett,88,279.1,46884,168
168,169,Tim Clark,84,278.8,46839,168
169,170,Scott Simpson,55,278.7,30653,110
T170,T173,Bob Tway,90,278.2,47291,170
T170,T173,Bob Estes,73,278.2,39230,141
172,172,Jerry Kelly,113,278.1,60618,218
T173,175,Len Mattiace,75,278.0,41694,150
T173,171,Scott Verplank,92,278.0,50314,181
175,176,José María Olazábal,56,277.7,28877,104
T176,177,Chris DiMarco,105,277.3,54076,195
T176,178,Chris Riley,78,277.3,41042,148
178,179,Robert Damron,92,277.2,51012,184
179,180,Craig Parry,52,276.9,27689,100
180,181,Bob Burns,88,276.1,47212,171
181,182,Pat Bates,99,275.5,53446,194
182,183,Esteban Toledo,92,275.2,49265,179
183,184,Jay Haas,84,274.5,43376,158
184,185,Mark Brooks,72,273.8,38057,139
185,186,Brad Faxon,94,273.7,48717,178
186,187,David Frost,78,273.6,42414,155
187,188,Mark O'Meara,58,272.9,31652,116
T188,T189,Nick Price,51,272.8,27280,100
T188,T189,David Morland IV,73,272.8,39831,146
190,191,Tom Byrum,83,272.6,45246,166
191,193,Omar Uresti,85,272.2,46280,170
192,192,Fred Funk,97,271.9,52198,192
193,194,Craig Bowden,83,270.8,44959,166
194,195,John Cook,57,270.2,28645,106
195,196,Loren Roberts,81,269.1,42515,158
196,197,Corey Pavin,83,268.2,42381,158
