RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
86,85.0,Chris Kirk,50,1.88,93.93,-35.69,83.03,
87,89.0,Brendan Jones,40,1.85,74.1,-56.8,37.57,
88,88.0,Tommy Gainey,54,1.85,99.98,-35.48,95.78,
89,96.0,George Coetzee,53,1.83,96.92,-22.6,97.64,
90,90.0,David Lynn,48,1.81,86.72,-32.29,78.47,
91,91.0,Brian Davis,54,1.78,96.18,-70.66,63.46,
92,92.0,Pablo Larrazabal,54,1.78,96.03,-26.43,95.09,
93,124.0,Toru Taniguchi,49,1.78,87.02,-57.92,47.09,
94,93.0,Robert Garrigus,50,1.77,88.71,-42.73,76.94,
95,104.0,Seung-Yul Noh,54,1.76,94.85,-55.55,58.39,
96,87.0,Hiroyuki Fujita,54,1.75,94.52,-90.0,42.82,
97,94.0,Fredrik Andersson Hed,51,1.74,88.93,-57.39,56.84,
98,100.0,Thomas Aiken,54,1.74,93.75,-58.38,82.77,
99,95.0,Raphael Jacquelin,54,1.73,93.45,-64.84,73.33,
100,97.0,Carl Pettersson,54,1.72,93.06,-54.22,68.89,
101,98.0,Joost Luiten,51,1.71,87.28,-33.41,61.73,
102,99.0,Michael Hoey,53,1.67,88.25,-21.14,83.0,
103,103.0,Bryce Molder,54,1.61,87.06,-63.19,66.64,
104,105.0,D.A. Points,54,1.59,86.09,-49.95,87.86,
105,106.0,Johan Edfors,51,1.57,80.26,-49.08,65.08,
106,107.0,Jhonattan Vegas,50,1.57,78.68,-40.41,78.71,
107,102.0,Davis Love III,47,1.57,73.94,-51.15,57.87,
108,110.0,David Horsey,51,1.57,80.23,-55.61,56.2,
109,101.0,Ángel Cabrera,41,1.57,64.44,-85.5,47.99,
110,108.0,Andres Romero,44,1.55,68.21,-33.05,57.16,
111,111.0,Brendan Steele,54,1.53,82.52,-26.53,71.18,
112,109.0,Kevin Streelman,54,1.53,82.42,-47.92,60.56,
113,119.0,Trevor Immelman,45,1.5,67.49,-20.76,61.65,
114,112.0,Stewart Cink,48,1.49,71.53,-101.8,44.45,
115,116.0,Brandt Jobe,54,1.47,79.38,-24.98,77.05,
116,113.0,Brendon de Jonge,54,1.47,79.32,-55.43,55.09,
117,129.0,Koumei Oda,53,1.46,77.43,-54.7,58.15,
118,115.0,Jaco Van Zyl,40,1.45,58.07,-17.33,53.84,
119,114.0,Jerry Kelly,54,1.45,78.33,-57.85,71.23,
120,136.0,Shingo Katayama,46,1.44,66.05,-48.19,48.13,
121,123.0,Tomohiro Kondo,49,1.42,69.69,-32.65,64.67,
122,117.0,Do-Hoon Kim,45,1.41,63.44,-24.51,35.14,
123,118.0,Stephen Gallacher,54,1.4,75.7,-46.8,53.0,
124,121.0,Ricky Barnes,53,1.4,74.21,-68.32,49.24,
125,120.0,Grégory Bourdy,54,1.39,74.98,-64.66,59.67,
126,122.0,Rafa Cabrera Bello,54,1.38,74.73,-46.2,74.4,
127,125.0,Heath Slocum,54,1.38,74.38,-91.72,33.72,
128,140.0,Michio Matsumura,54,1.37,74.18,-44.29,31.64,
129,126.0,Robert Rock,54,1.34,72.41,-49.65,50.19,
130,127.0,Grégory Havret,53,1.34,70.98,-45.26,47.04,
131,128.0,Mark Foster,53,1.32,69.75,-24.13,64.89,
132,132.0,Scott Stallings,54,1.32,71.05,-10.47,72.4,
133,131.0,Lorenzo Gagli,50,1.31,65.7,-11.53,57.76,
134,130.0,Charlie Wi,54,1.31,70.66,-48.73,50.42,
135,185.0,Gonzalo Fernandez-Castaño,42,1.3,54.75,-53.85,24.53,
136,159.0,Kevin Chappell,53,1.29,68.38,-26.51,60.34,
137,134.0,Paul Lawrie,45,1.29,57.99,-31.11,53.63,
138,133.0,Rhys Davies,54,1.27,68.31,-79.7,37.5,
139,135.0,Harrison Frazar,40,1.26,50.55,-12.8,52.87,
140,138.0,Thongchai Jaidee,54,1.26,67.87,-80.88,33.1,
141,137.0,Paul Goydos,51,1.24,63.46,-47.14,55.94,
142,152.0,Kris Blanks,54,1.23,66.42,-27.12,54.38,
143,164.0,Richie Ramsay,54,1.23,66.41,-47.69,46.19,
144,141.0,Chad Campbell,54,1.22,65.69,-51.52,58.65,
145,153.0,Cho Min-jun,41,1.21,49.75,-12.25,39.85,
146,139.0,Thomas Levet,46,1.21,55.81,-30.0,51.81,
147,151.0,Kenichi Kuboya,54,1.21,65.29,-43.32,51.36,
148,144.0,George McNeill,50,1.21,60.44,-36.13,55.52,
149,142.0,Siddikur Rahman,40,1.21,48.31,-20.68,34.94,
150,142.0,Peter Lawrie,54,1.2,64.99,-51.98,38.08,
151,145.0,Stuart Appleby,54,1.2,64.63,-67.67,26.93,
152,161.0,John Rollins,54,1.2,64.61,-45.79,53.74,
153,148.0,Jimmy Walker,52,1.2,62.2,-35.28,62.16,
154,190.0,Sung Kang,40,1.19,47.61,-8.84,45.77,
155,147.0,Kyle Stanley,54,1.18,63.89,-16.08,60.38,
156,146.0,Jacob DONOTUSE,52,1.18,61.33,-29.99,38.12,
157,149.0,Kurt Barnes,40,1.18,47.13,-8.31,45.24,
158,150.0,Scott Piercy,54,1.18,63.61,-20.22,57.49,
159,155.0,Gary Boyd,51,1.17,59.7,-35.06,36.03,
160,154.0,Tommy Fleetwood,40,1.16,46.42,-7.51,41.01,
161,156.0,Pat Perez,52,1.15,59.81,-37.37,53.87,
162,157.0,Danny Willett,49,1.15,56.32,-57.14,24.47,
163,157.0,Marc Leishman,54,1.13,60.77,-69.58,49.79,
164,160.0,Jbe' Kruger,52,1.11,57.57,-37.37,39.35,
165,180.0,Nick O'Hern,45,1.1,49.57,-35.55,41.95,
166,163.0,Michael Thompson,40,1.09,43.68,-2.11,45.8,
167,166.0,Tom Lewis,40,1.08,43.14,-1.31,41.15,
168,162.0,James Kingston,53,1.08,56.98,-54.86,53.57,
169,176.0,"Ted Potter, Jr.",40,1.07,42.76,-2.88,44.08,
170,165.0,Tadahiro Takayama,51,1.07,54.39,-31.01,38.42,
171,170.0,Lee Slattery,51,1.07,54.38,-18.81,43.52,
172,168.0,Benjamin Hebert,45,1.05,47.37,-6.81,44.75,
173,172.0,Christian Nilsson,45,1.05,47.34,-31.76,35.4,
174,175.0,Henrik Stenson,50,1.04,52.2,-88.32,27.21,
175,167.0,Brian Gay,54,1.04,56.15,-71.06,45.91,
176,179.0,D.H. Lee,40,1.04,41.44,-0.62,42.06,
177,174.0,Chris Wood,51,1.03,52.55,-56.69,37.82,
178,171.0,Kiradech Aphibarnrat,54,1.03,55.36,-38.27,37.85,
179,182.0,Marcus Fraser,49,1.02,50.08,-42.44,29.54,
180,169.0,Hunter Haas,53,1.02,54.04,-28.61,38.47,
181,173.0,Søren Kjeldsen,54,1.01,54.49,-66.6,31.78,
182,177.0,Chris Stroud,54,1.0,54.27,-25.57,44.02,
183,281.0,Justin Leonard,54,1.0,53.88,-53.46,37.28,
184,231.0,Hiroo Kawai,46,0.99,45.69,-13.85,41.8,
185,181.0,Blake Adams,54,0.99,53.43,-34.4,47.47,
186,183.0,Scott Jamieson,50,0.98,48.77,-13.2,46.2,
187,186.0,Tom Gillis,47,0.97,45.69,-44.56,32.44,
188,178.0,Chris Couch,44,0.97,42.66,-29.02,37.79,
189,193.0,Anthony Wall,51,0.97,49.34,-37.52,44.55,
190,187.0,Prayad Marksaeng,54,0.95,51.47,-32.77,38.13,
191,184.0,D.J. Trahan,54,0.95,51.37,-44.85,29.26,
192,209.0,Danny Lee,54,0.95,51.29,-16.04,53.2,
193,188.0,Robert-Jan Derksen,53,0.95,50.1,-46.62,26.94,
194,189.0,John Parry,54,0.93,50.41,-42.99,19.46,
195,194.0,J.J. Killeen,52,0.93,48.48,-9.04,45.32,
196,192.0,Ryuji Imada,54,0.93,50.34,-35.88,38.76,
197,191.0,J.J. Henry,54,0.92,49.8,-34.33,42.72,
198,196.0,Johnson Wagner,54,0.92,49.63,-20.55,46.42,
199,205.0,Brett Rumford,52,0.92,47.74,-46.67,22.94,
200,215.0,Katsumasa Miyamoto,54,0.92,49.43,-44.3,16.06,
201,198.0,Felipe Aguilar,54,0.91,49.37,-19.81,47.97,
202,199.0,Mathew Goggin,50,0.91,45.43,-32.91,45.49,
203,197.0,Shunsuke Sonoda,46,0.91,41.78,-33.29,12.03,
203,218.0,Greg Chalmers,54,0.91,49.05,-49.59,34.63,
205,200.0,Daisuke Maruyama,54,0.91,48.98,-45.32,31.03,
206,201.0,Bradley Dredge,53,0.9,47.96,-45.36,33.41,
207,203.0,John Mallinger,54,0.9,48.86,-34.17,35.15,
208,195.0,Toshinori Muto,49,0.9,44.33,-20.97,39.16,
209,202.0,Damian McGrane,54,0.9,48.83,-45.41,19.77,
210,204.0,José Manuel Lara,54,0.9,48.55,-29.25,33.4,
211,206.0,James Morrison,54,0.89,48.2,-34.12,33.28,
212,207.0,Shane Lowry,54,0.89,47.98,-42.1,36.53,
213,208.0,Ignacio Garrido,54,0.88,47.74,-43.29,24.04,
214,213.0,Simon Khan,50,0.88,44.17,-42.66,18.16,
215,217.0,Cameron Tringale,54,0.88,47.7,-8.92,46.77,
216,211.0,Jeev Milkha Singh,54,0.88,47.66,-44.66,34.19,
217,212.0,Kenneth Ferrie,54,0.88,47.58,-19.66,37.2,
218,216.0,Jason Kokrak,40,0.88,35.1,-0.63,34.72,
219,210.0,Brett Wetterich,41,0.86,35.26,-10.33,33.69,
220,214.0,Arjun Atwal,54,0.85,46.11,-29.14,23.58,
220,221.0,Thaworn Wiratchant,49,0.85,41.84,-32.63,20.22,
222,222.0,Adam Hadwin,40,0.85,34.12,-8.54,30.04,
223,229.0,Hennie Otto,54,0.85,45.7,-30.23,42.82,
224,223.0,Matt Jones,54,0.85,45.66,-38.8,23.39,
225,224.0,Pablo Martin Benavides,51,0.84,43.08,-34.83,22.88,
226,230.0,Sam Little,52,0.84,43.86,-7.02,43.57,
227,219.0,Gareth Maybin,50,0.84,41.87,-47.12,21.48,
227,220.0,Richard Finch,54,0.84,45.22,-25.21,38.61,
229,225.0,Chawalit Plaphol,46,0.83,38.26,-4.54,37.01,
230,227.0,Bernd Wiesberger,54,0.83,44.63,-20.87,27.84,
231,226.0,Alejandro Cañizares,54,0.82,44.24,-42.86,17.48,
232,234.0,Jay Choi,45,0.82,36.8,-16.82,19.3,
233,233.0,Andre Stolz,40,0.81,32.42,-9.85,22.66,
234,327.0,Tom Pernice Jr.,40,0.81,32.26,-17.01,24.88,
235,228.0,Daniel Gaunt,42,0.8,33.64,-21.23,11.13,
235,302.0,Jonas Blixt,48,0.8,38.44,-9.48,34.28,
237,249.0,Kim Hyung-Tae,49,0.8,39.2,-15.67,29.37,
238,237.0,David Hearn,53,0.79,42.06,-15.97,34.46,
239,232.0,Mark Tullo,49,0.79,38.72,-20.63,23.22,
240,236.0,George Murray,48,0.79,37.91,-20.97,22.05,
241,235.0,WC Liang,47,0.78,36.6,-62.69,4.88,
242,240.0,Bud Cauley,40,0.77,30.67,-0.39,31.06,
243,239.0,Brad Kennedy,40,0.77,30.64,-5.77,27.71,
244,238.0,Troy Matteson,54,0.76,41.13,-40.07,37.81,
245,242.0,S.K. Ho,48,0.76,36.42,-14.0,27.41,
246,243.0,Jung-gon Hwang,40,0.76,30.28,-1.5,31.78,
247,241.0,Peter Whiteford,54,0.76,40.84,-29.61,36.19,
248,271.0,Marcel Siem,53,0.75,39.76,-27.37,29.48,
249,245.0,Oscar Floren,46,0.75,34.5,-20.97,25.6,
250,244.0,David Mathis,50,0.74,36.95,-20.66,24.09,
251,258.0,Ricardo Gonzalez,44,0.73,32.27,-28.21,34.37,
252,410.0,Gavin Coles,46,0.73,33.63,-10.86,28.27,
253,247.0,Victor Dubuisson,40,0.72,28.98,-5.4,31.37,
254,294.0,Romain Wattel,40,0.72,28.97,-9.91,18.68,
255,246.0,Vaughn Taylor,54,0.72,39.05,-53.45,16.48,
256,253.0,Mardan Mamat,49,0.72,35.3,-21.45,21.09,
257,251.0,Mamo Osanai,40,0.71,28.51,-12.85,16.9,
258,268.0,Michael Bradley,49,0.71,34.74,-16.03,38.64,
259,252.0,Martin Wiegele,50,0.71,35.31,-20.18,23.14,
260,254.0,Joel Sjöholm,50,0.7,35.18,-17.91,22.72,
261,255.0,Jamie Moul,40,0.7,28.14,-3.75,29.36,
262,265.0,Briny Baird,50,0.7,35.05,-24.25,28.24,
263,267.0,Tim Herron,53,0.7,37.04,-15.04,36.32,
264,257.0,Bill Lunde,54,0.7,37.62,-28.81,27.15,
265,250.0,Kyle Thompson,45,0.7,31.32,-9.54,27.24,
266,248.0,Ben Curtis,49,0.7,34.08,-38.19,25.77,
267,256.0,Rikard Karlberg,40,0.69,27.77,-19.29,6.21,
268,259.0,Ricardo Santos,40,0.69,27.63,-3.65,28.55,
269,260.0,Matt Bettencourt,54,0.69,37.04,-33.57,31.51,
270,262.0,Jason Bohn,49,0.69,33.57,-46.13,17.84,
271,263.0,Josh Teater,54,0.68,36.69,-33.96,28.15,
272,269.0,Kyung-Nam Kang,40,0.67,26.87,-11.78,17.37,
273,261.0,Stephen Ames,46,0.67,30.84,-50.57,21.16,
274,270.0,Edouard Dubois,40,0.67,26.79,-6.52,25.32,
275,266.0,Alex Cejka,54,0.67,36.0,-42.83,17.56,
276,272.0,Robert Coles,54,0.67,35.98,-23.82,30.54,
277,277.0,Harris English,40,0.67,26.63,-0.15,26.79,
278,297.0,Bob Estes,40,0.66,26.54,-20.99,17.38,
279,276.0,Roland Thatcher,49,0.66,32.46,-23.03,27.49,
280,274.0,Branden Grace,54,0.66,35.76,-19.66,34.1,
281,273.0,Pariya Junhasavasdikul,40,0.66,26.49,-20.09,6.7,
282,279.0,Kirk Triplett,40,0.66,26.45,-10.24,18.65,
283,275.0,Tano Goya,54,0.66,35.65,-22.8,29.91,
284,280.0,Fabrizio Zanotti,54,0.66,35.48,-27.54,20.51,
285,284.0,Danny Denison,40,0.66,26.23,-4.42,24.56,
286,264.0,Soren Hansen,54,0.65,35.28,-62.31,25.02,
287,283.0,Oliver Fisher,54,0.65,35.2,-24.89,24.0,
288,290.0,Charles-Edouard Russo,46,0.65,29.97,-16.91,21.94,
289,285.0,Garth Mulroy,51,0.65,33.1,-17.54,37.7,
290,282.0,Kevin Stadler,54,0.65,35.04,-29.23,28.42,
291,287.0,Gary Christian,43,0.65,27.87,-10.19,25.83,
292,286.0,Russell Knox,40,0.65,25.84,-2.44,26.27,
293,278.0,Alvaro Velasco,48,0.64,30.8,-23.86,17.16,
294,292.0,Erik Compton,40,0.64,25.46,-4.66,28.26,
294,288.0,Takashi Kanemoto,51,0.64,32.47,-34.54,6.29,
296,295.0,Matthew Baldwin,40,0.63,25.39,-3.07,25.75,
297,291.0,Matt Every,43,0.63,27.23,-24.19,25.2,
298,293.0,Oliver Wilson,54,0.63,33.9,-66.85,14.05,
299,298.0,Park Sang-eon,40,0.63,25.08,-3.98,27.85,
300,300.0,S.S. Hong,40,0.63,25.05,-2.06,27.11,
301,289.0,Jae-bum Park,44,0.63,27.53,-11.31,20.07,
302,299.0,Colin Montgomerie,40,0.62,24.96,-13.87,21.2,
303,306.0,Dean Wilson,41,0.62,25.57,-20.12,15.13,
304,303.0,Daehyun Kim,40,0.62,24.74,-17.84,19.37,
305,318.0,Steven Bowditch,54,0.62,33.37,-17.42,22.25,
306,305.0,Benjamín Alvarado,40,0.62,24.71,-4.57,27.9,
307,304.0,Jean Baptiste Gonnet,49,0.62,30.26,-18.42,29.18,
308,296.0,Garrett Willis,49,0.61,30.07,-27.04,21.95,
309,309.0,David Gleeson,40,0.61,24.33,-3.6,22.4,
310,307.0,David Howell,54,0.61,32.77,-19.11,26.5,
311,301.0,Han Lee,46,0.6,27.79,-29.74,10.64,
312,310.0,Carlos Del Moral,49,0.6,29.42,-17.13,20.99,
313,308.0,Michael Putnam,45,0.6,27.0,-15.95,17.55,
314,317.0,Matthew Zions,50,0.6,29.91,-12.82,24.94,
315,341.0,Hyung-Sung Kim,48,0.6,28.61,-20.19,19.2,
316,322.0,Paul Sheehan,51,0.6,30.38,-13.6,21.71,
317,313.0,Andrea Pavan,40,0.6,23.81,-1.33,24.14,
318,311.0,John Merrick,54,0.59,32.0,-26.36,25.9,
319,312.0,Graeme Storm,54,0.59,31.94,-31.71,23.41,
320,315.0,Troy Kelly,40,0.59,23.6,-8.67,24.18,
321,320.0,Steve Webster,54,0.59,31.68,-29.46,22.29,
322,362.0,Billy Mayfair,54,0.59,31.65,-18.21,26.84,
323,314.0,Lu Wei-chih,44,0.58,25.59,-7.55,21.33,
324,337.0,Masatsugo Morofuji,40,0.58,23.22,,23.22,
325,339.0,Ryuichi Oda,53,0.58,30.61,-40.02,15.06,
326,316.0,Miguel Angel Carballo,50,0.57,28.72,-3.53,27.0,
327,340.0,Gary Orr,40,0.56,22.58,-12.99,20.57,
328,328.0,Pelle Edberg,47,0.56,26.52,-20.02,15.38,
329,324.0,Chris DiMarco,54,0.56,30.41,-14.93,29.3,
330,325.0,Aaron Goldberg,40,0.56,22.52,-9.86,13.44,
331,323.0,Anirban Lahiri,40,0.56,22.47,-13.44,20.24,
332,319.0,Fred Couples,40,0.56,22.44,-28.93,20.57,
333,329.0,Julien Quesne,54,0.56,30.04,-14.77,28.66,
334,326.0,Steve Elkington,40,0.55,22.17,-24.31,6.59,
335,330.0,Matt McQuillan,40,0.55,22.14,-1.53,21.89,
336,336.0,Simon Wakefield,42,0.55,23.19,-4.99,21.06,
337,342.0,Azuma Yano,52,0.55,28.68,-27.34,19.03,
338,320.0,Tim Petrovic,54,0.55,29.69,-41.6,15.01,
339,332.0,Simon Thornton,40,0.55,21.81,-7.67,17.87,
340,331.0,Chan Yih-shin,40,0.54,21.73,-15.1,15.58,
341,335.0,SSP Chawrasia,53,0.54,28.76,-15.04,28.32,
342,365.0,James Driscoll,50,0.54,27.03,-15.21,23.5,
343,360.0,Bio Kim,40,0.54,21.49,-7.54,18.89,
344,334.0,Nobuhiro Masuda,48,0.54,25.78,-13.55,21.06,
345,333.0,Gaganjeet Bhullar,40,0.53,21.37,-30.01,18.13,
346,338.0,Bobby Gates,54,0.53,28.71,-22.53,22.94,
347,344.0,Billy Horschel,40,0.53,21.09,-1.69,22.21,
348,343.0,Joong Kyung Mo,40,0.53,21.02,-4.97,16.31,
349,348.0,Markus Brier,53,0.52,27.81,-17.97,29.98,
350,349.0,Neven Basic,40,0.52,20.79,-1.14,21.0,
351,346.0,Ho Sung Choi,40,0.52,20.74,-5.21,19.0,
352,345.0,Steve Wheatcroft,53,0.52,27.33,-20.7,22.93,
353,350.0,Marc Warren,54,0.51,27.75,-14.43,24.5,
354,351.0,Billy Hurley III,40,0.51,20.54,-0.4,20.94,
355,351.0,David Drysdale,54,0.51,27.52,-34.64,17.74,
356,353.0,Victor Riu,48,0.51,24.32,-9.39,15.08,
357,347.0,Rod Pampling,54,0.5,27.24,-27.57,24.85,
358,357.0,Federico Colombo,46,0.5,23.19,-6.95,20.77,
359,355.0,Cameron Beckman,51,0.5,25.46,-29.26,18.97,
360,390.0,Richard McEvoy,54,0.49,26.66,-18.8,18.1,
361,359.0,Masanori Kobayashi,40,0.49,19.66,-4.27,21.95,
362,354.0,Richard Johnson,54,0.49,26.52,-32.36,7.83,
363,360.0,Jamie Elson,50,0.49,24.51,-10.6,23.27,
364,398.0,Kevin Kisner,54,0.49,26.44,-15.74,12.11,
365,355.0,Alistair Presnell,54,0.49,26.32,-25.91,8.35,
366,367.0,Scott McCarron,53,0.48,25.62,-21.21,18.92,
367,369.0,Kunihiro Kamii,49,0.48,23.56,-18.38,11.47,
368,366.0,Chris Riley,51,0.48,24.49,-25.61,15.71,
369,358.0,Shigeki Maruyama,54,0.48,25.83,-42.57,8.16,
370,370.0,Daniel Summerhays,54,0.48,25.78,-21.46,10.44,
371,364.0,Jamie Lovemark,40,0.48,19.07,-31.18,0.0,
371,373.0,Roberto Castro,40,0.48,19.08,-7.1,15.69,
373,379.0,Mikael Lundberg,50,0.48,23.84,-6.24,20.92,
374,372.0,Adilson da Silva,40,0.48,19.05,-9.89,16.71,
375,363.0,Michael Sim,47,0.48,22.34,-58.0,0.0,
376,371.0,Joe Ogilvie,54,0.47,25.43,-21.82,21.84,
377,374.0,José de Jesús Rodríguez,40,0.47,18.83,-6.42,17.21,
378,368.0,Joe Durant,46,0.47,21.63,-15.39,13.89,
379,375.0,Keith Horne,54,0.47,25.3,-21.8,18.74,
380,376.0,James Nitties,54,0.47,25.3,-21.51,19.71,
381,379.0,Himmat Rai,40,0.47,18.69,-3.95,18.76,
382,377.0,Sam Walker,40,0.46,18.59,-11.97,12.88,
383,416.0,Kiyoshi Miyazato,48,0.46,22.25,-8.33,18.35,
384,377.0,Mikko Ilonen,40,0.46,18.3,-31.1,5.34,
385,401.0,Tetsuya Haraguchi,50,0.46,22.78,-19.26,10.83,
386,385.0,Shane Bertsch,40,0.46,18.2,-2.58,16.96,
387,382.0,Colt Knost,54,0.45,24.43,-15.86,11.84,
388,384.0,Tjaart van der Walt,42,0.45,18.97,-12.93,15.77,
389,385.0,Mitsuhiro Tateyama,44,0.45,19.86,-15.72,11.97,
390,381.0,B.J. Staten,47,0.45,21.19,-13.53,13.56,
391,387.0,Russell Henley,40,0.45,18.03,-5.66,17.2,
392,388.0,Shiv Kapur,54,0.45,24.31,-30.28,18.16,
393,392.0,Magnus Carlsson,49,0.45,22.04,-9.49,17.47,
393,393.0,Florian Pragant,40,0.45,17.99,-5.36,17.94,
395,383.0,Kenny Perry,40,0.45,17.95,-70.97,4.38,
396,397.0,Alessandro Tadini,49,0.45,21.93,-17.62,12.43,
397,429.0,Niclas Fasth,54,0.45,24.13,-28.22,18.58,
