RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
1,1,Greg Chalmers,88,65.17,391,600
2,2,Steve Stricker,70,64.93,274,422
3,3,Jason Day,76,64.64,298,461
4,5,Zach Johnson,79,63.98,302,472
T5,7,Woody Austin,59,63.92,202,316
T5,4,Charles Howell III,108,63.92,372,582
7,6,Brian Gay,90,63.78,361,566
8,9,Luke Donald,73,63.71,251,394
9,8,Kevin Na,84,63.5,374,589
10,10,Rod Pampling,72,63.1,248,393
11,11,Mark Wilson,89,62.97,335,532
12,12,Nick Watney,80,62.96,289,459
13,13,Matt Kuchar,94,62.91,329,523
14,16,Jerry Kelly,85,62.55,304,486
15,14,Bryce Molder,82,62.5,315,504
16,15,Webb Simpson,98,62.22,331,532
17,17,Phil Mickelson,79,62.01,284,458
18,20,Justin Leonard,82,61.97,321,518
19,21,Dean Wilson,62,61.63,257,417
20,19,Chris Riley,76,61.62,281,456
21,18,Ben Curtis,66,61.58,250,406
22,22,Brandt Snedeker,85,61.45,330,537
T23,T23,Ben Crane,76,61.31,271,442
T23,T23,Y.E. Yang,63,61.31,244,398
25,25,David Toms,78,61.21,243,397
26,38,Nathan Green,81,60.92,318,522
T27,28,K.J. Choi,77,60.87,280,460
T27,41,Billy Mayfair,94,60.87,308,506
T27,26,Chris Couch,73,60.87,280,460
T30,29,Michael Connell,76,60.81,301,495
T30,27,David Mathis,83,60.81,301,495
32,31,Michael Thompson,79,60.75,277,456
33,39,Blake Adams,116,60.63,422,696
34,30,Freddie Jacobson,92,60.62,334,551
35,T34,Stephen Ames,69,60.59,246,406
36,46,Scott McCarron,65,60.56,261,431
37,33,Kevin Streelman,90,60.5,337,557
38,32,Tim Petrovic,88,60.49,346,572
39,45,Chris DiMarco,93,60.47,338,559
40,T34,Robert Karlsson,61,60.41,235,389
41,37,Spencer Levin,113,60.35,379,628
42,36,Brendon de Jonge,105,60.33,368,610
43,57,Steve Elkington,50,60.26,182,302
44,42,Sergio Garcia,61,60.16,219,364
45,44,Ryan Moore,79,60.08,301,501
46,56,Briny Baird,60,60.0,180,300
47,49,Ryan Palmer,82,59.96,313,522
48,43,Hunter Haas,96,59.93,335,559
49,47,Padraig Harrington,60,59.84,228,381
50,48,Charl Schwartzel,58,59.77,205,343
51,52,William McGirt,103,59.75,334,559
52,50,Geoff Ogilvy,69,59.68,265,444
53,51,David Hearn,88,59.47,267,449
54,53,Jimmy Walker,79,59.45,305,513
55,54,Aaron Baddeley,77,59.44,277,466
56,55,Paul Stankowski,78,59.42,268,451
57,40,Shane Bertsch,62,59.33,213,359
58,67,Nick O'Hern,89,59.22,302,510
59,T68,Joe Durant,71,59.1,211,357
T60,63,Tim Herron,85,59.08,296,501
T60,58,Martin Laird,77,59.08,270,457
T62,59,Adam Scott,60,59.0,200,339
T62,61,Brian Davis,105,59.0,364,617
64,T70,Charlie Wi,83,58.93,320,543
65,T75,Ryuji Imada,83,58.8,314,534
66,62,Robert Allenby,84,58.76,285,485
67,65,Brandt Jobe,100,58.72,313,533
68,64,Bo Van Pelt,92,58.69,304,518
69,T83,Shaun Micheel,77,58.64,285,486
70,66,Jason Dufner,78,58.62,272,464
71,T68,Marc Leishman,87,58.53,326,557
T72,T70,Carl Pettersson,95,58.46,335,573
T72,82,Vaughn Taylor,89,58.46,318,544
T72,81,Kevin Chappell,78,58.46,266,455
75,72,Anthony Kim,72,58.45,287,491
76,74,Jim Furyk,87,58.37,293,502
77,T91,D.A. Points,89,58.36,328,562
78,T75,Pat Perez,76,58.35,276,473
79,78,Bill Haas,93,58.3,295,506
80,73,J.P. Hayes,56,58.29,218,374
81,,Retief Goosen,50,58.28,183,314
82,88,D.J. Trahan,91,58.27,296,508
83,T89,Jason Bohn,74,58.25,240,412
84,79,Rory Sabbatini,85,58.23,290,498
85,T89,Jim Renner,65,58.22,209,359
86,96,Gary Woodland,93,58.2,298,512
87,80,Michael Putnam,67,58.17,235,404
88,85,Garrett Willis,71,58.14,257,442
89,T98,Trevor Immelman,84,58.09,280,482
90,77,Nate Smith,66,58.07,241,415
91,60,John Merrick,71,58.03,206,355
T92,T86,Roland Thatcher,67,58.0,250,431
T92,T86,Hunter Mahan,92,58.0,290,500
94,105,Kris Blanks,92,57.94,292,504
95,T83,Justin Rose,79,57.92,245,423
96,93,Johnson Wagner,81,57.8,263,455
T97,94,Steve Marino,76,57.69,270,468
T97,97,Cameron Tringale,110,57.69,360,624
99,95,Chris Kirk,87,57.66,301,522
100,T91,Scott Piercy,78,57.58,262,455
101,100,Matt McQuillan,59,57.57,213,370
102,T98,Chad Campbell,99,57.54,290,504
103,T110,Chris Stroud,88,57.31,286,499
104,109,Jarrod Lyle,83,57.3,310,541
105,103,Vijay Singh,79,57.23,273,477
106,104,Jonathan Byrd,83,57.2,290,507
107,106,Stewart Cink,72,57.08,242,424
108,101,Steve Flesch,88,57.0,346,607
109,112,Joe Ogilvie,75,56.98,257,451
110,102,Matt Jones,71,56.96,274,481
111,108,Alex Cejka,59,56.94,205,360
112,107,James Driscoll,71,56.91,243,427
113,T110,Cameron Beckman,71,56.76,252,444
114,T114,Bill Lunde,92,56.7,275,485
T115,128,Scott Gutschewski,67,56.68,225,397
T115,119,Sung Kang,63,56.68,212,374
117,T114,Ricky Barnes,78,56.6,266,470
118,116,Jim Herman,69,56.53,199,352
119,113,Joseph Bramlett,73,56.51,230,407
120,118,Andres Romero,77,56.48,279,494
121,121,Troy Merritt,63,56.35,222,394
122,120,Ian Poulter,52,56.33,178,316
123,T122,John Rollins,85,56.28,260,462
124,117,George McNeill,69,56.23,221,393
125,T122,Keegan Bradley,91,56.18,300,534
126,T122,J.J. Henry,96,56.03,288,514
127,125,Camilo Villegas,69,55.99,257,459
128,126,Stuart Appleby,65,55.9,251,449
129,127,Tom Gillis,55,55.86,186,333
130,136,Paul Goydos,81,55.79,289,518
131,132,Arjun Atwal,91,55.65,335,602
132,129,Troy Matteson,91,55.58,299,538
133,130,Tommy Gainey,104,55.39,329,594
134,131,Tag Ridings,87,55.37,294,531
135,135,Colt Knost,80,55.34,280,506
136,T146,Alexandre Rocha,65,55.21,180,326
137,143,Aron Price,58,55.19,170,308
138,133,Daniel Summerhays,75,55.07,266,483
139,137,Rickie Fowler,84,55.02,285,518
140,138,Chez Reavie,92,55.0,286,520
141,153,Matt Bettencourt,84,54.97,315,573
T142,151,Kevin Kisner,70,54.85,249,454
T142,141,Bio Kim,71,54.85,260,474
144,139,Lee Janzen,62,54.84,204,372
145,157,John Senden,94,54.77,270,493
146,142,Sean O'Hair,71,54.74,254,464
147,140,Jeff Overton,92,54.73,318,581
148,144,Jhonattan Vegas,84,54.66,258,472
T149,160,Heath Slocum,89,54.53,247,453
T149,148,Brendan Steele,89,54.53,295,541
151,T146,Kent Jones,76,54.5,236,433
152,150,Josh Teater,104,54.45,318,584
153,152,Zack Miller,86,54.26,306,564
154,,Will Strickler,51,54.21,174,321
155,145,Richard Johnson,64,54.19,207,382
156,154,Kyle Stanley,98,54.17,279,515
157,155,Harrison Frazar,58,54.08,212,392
158,156,J.B. Holmes,57,54.06,173,320
159,162,Billy Horschel,75,54.03,221,409
160,158,Graeme McDowell,50,54.01,155,287
161,149,Davis Love III,70,54.0,216,400
162,159,Lucas Glover,74,53.74,244,454
163,161,Charley Hoffman,93,53.64,295,550
164,164,Robert Garrigus,83,53.56,271,506
165,166,Scott Stallings,84,53.52,251,469
166,163,D.J. Brigman,67,53.49,222,415
167,168,Ben Martin,74,52.93,235,444
168,165,Rich Beem,53,52.89,192,363
T169,174,Boo Weekley,66,52.85,167,316
T169,178,Andres Gonzales,60,52.85,176,333
171,176,Marc Turnesa,54,52.8,170,322
T172,170,David Duval,67,52.66,228,433
T172,171,Martin Piller,63,52.66,218,414
174,169,Kevin Stadler,88,52.39,241,460
175,177,Steven Bowditch,86,52.33,281,537
176,T172,Ángel Cabrera,50,52.17,156,299
177,T172,Fabián Gómez,84,52.1,248,476
178,180,Rocco Mediate,53,51.8,187,361
179,175,Michael Bradley,74,51.72,211,408
180,185,Bobby Gates,82,51.49,242,470
181,179,Dustin Johnson,72,51.24,207,404
182,181,Ernie Els,71,51.07,191,374
183,186,Derek Lamely,65,50.83,214,421
184,183,Bubba Watson,85,50.82,218,429
185,184,Justin Hicks,60,50.47,162,321
186,187,Alex Prugh,82,47.91,229,478
