RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
70,T65,Richard Johnson,64,63.46,514,810
71,77,Ben Martin,74,63.43,621,979
72,74,David Hearn,88,63.36,709,1119
73,72,Chad Campbell,99,63.31,856,1352
74,73,Justin Rose,79,63.27,682,1078
75,83,Kevin Stadler,88,63.25,704,1113
76,82,Kris Blanks,92,63.11,792,1255
77,75,Ryan Moore,79,63.1,660,1046
78,81,Fabián Gómez,84,63.08,668,1059
79,76,Lee Janzen,62,63.04,493,782
80,84,Marc Turnesa,54,62.93,455,723
81,78,Robert Allenby,84,62.91,731,1162
82,79,Geoff Ogilvy,69,62.89,578,919
83,80,Hunter Mahan,92,62.85,785,1249
84,86,Daniel Summerhays,75,62.83,639,1017
85,85,Steve Stricker,70,62.47,606,970
86,89,Greg Chalmers,88,62.42,749,1200
87,87,Carl Pettersson,95,62.29,811,1302
T88,113,Alexandre Rocha,65,62.23,496,797
T88,88,Y.E. Yang,63,62.23,514,826
90,90,Troy Merritt,63,62.04,528,851
91,91,K.J. Choi,77,61.99,649,1047
92,92,Webb Simpson,98,61.93,846,1366
93,103,Sung Kang,63,61.82,510,825
94,98,Trevor Immelman,84,61.74,723,1171
95,93,Charl Schwartzel,58,61.73,484,784
96,94,Keegan Bradley,91,61.5,746,1213
97,107,Andres Gonzales,60,61.49,447,727
98,95,Josh Teater,104,61.48,841,1368
99,,Retief Goosen,50,61.44,419,682
100,96,Steve Flesch,88,61.43,720,1172
101,104,Charlie Wi,83,61.35,711,1159
102,115,Roland Thatcher,67,61.16,570,932
103,97,Bill Lunde,92,61.11,751,1229
T104,T99,Lucas Glover,74,61.05,630,1032
T104,T99,Cameron Beckman,71,61.05,572,937
106,109,Cameron Tringale,110,60.99,902,1479
T107,101,Nate Smith,66,60.98,511,838
T107,102,Steve Marino,76,60.98,647,1061
109,106,Kevin Kisner,70,60.96,545,894
110,105,Freddie Jacobson,92,60.82,714,1174
111,110,William McGirt,103,60.78,840,1382
112,118,Jeff Overton,92,60.46,769,1272
113,108,Ryuji Imada,83,60.36,699,1158
114,111,Charley Hoffman,93,60.34,776,1286
115,112,Jonathan Byrd,83,60.33,692,1147
116,114,Michael Thompson,79,60.14,614,1021
T117,117,Bobby Gates,82,60.1,619,1030
T117,116,Ernie Els,71,60.1,583,970
119,119,Chris Stroud,88,60.03,703,1171
120,122,George McNeill,69,59.95,509,849
121,120,D.J. Trahan,91,59.81,759,1269
122,121,Vijay Singh,79,59.67,657,1101
123,T125,Joseph Bramlett,73,59.54,540,907
124,123,Kyle Stanley,98,59.52,747,1255
125,124,Davis Love III,70,59.45,582,979
126,127,Nathan Green,81,59.44,639,1075
127,130,Jim Renner,65,59.1,471,797
128,T136,Paul Stankowski,78,59.05,594,1006
129,129,Kevin Chappell,78,59.0,593,1005
130,T125,Tommy Gainey,104,58.97,822,1394
131,133,Jarrod Lyle,83,58.86,648,1101
132,128,Troy Matteson,91,58.83,713,1212
133,131,Ricky Barnes,78,58.55,637,1088
134,132,Martin Laird,77,58.51,619,1058
135,134,Stuart Appleby,65,58.2,529,909
136,135,Nick Watney,80,58.15,624,1073
137,139,Gary Woodland,93,58.07,752,1295
138,141,Scott Gutschewski,67,58.06,479,825
139,T136,Sergio Garcia,61,58.0,493,850
140,138,Camilo Villegas,69,57.98,552,952
141,140,Andres Romero,77,57.8,604,1045
142,143,Kevin Na,84,57.66,674,1169
143,146,Charles Howell III,108,57.51,835,1452
144,,Will Strickler,51,57.38,377,657
145,144,Alex Prugh,82,57.35,624,1088
146,148,Tim Herron,85,57.29,648,1131
147,147,Dustin Johnson,72,57.17,570,997
148,142,Zack Miller,86,57.06,651,1141
149,T155,Michael Bradley,74,57.03,556,975
150,145,Tag Ridings,87,56.99,644,1130
151,151,Jim Herman,69,56.98,486,853
152,150,Bubba Watson,85,56.92,629,1105
153,159,Scott Stallings,84,56.91,618,1086
154,158,Scott Piercy,78,56.81,588,1035
155,152,Robert Karlsson,61,56.78,469,826
156,153,Rory Sabbatini,85,56.74,640,1128
157,154,Rickie Fowler,84,56.7,643,1134
158,149,Joe Ogilvie,75,56.62,530,936
159,T155,Stewart Cink,72,56.58,520,919
160,160,Matt Bettencourt,84,56.51,664,1175
161,157,Chris Kirk,87,56.47,685,1213
162,T161,Arjun Atwal,91,56.31,718,1275
163,166,James Driscoll,71,55.79,506,907
164,T161,Sean O'Hair,71,55.78,545,977
165,163,Shaun Micheel,77,55.71,566,1016
166,164,Aaron Baddeley,77,55.67,584,1049
167,167,Matt Jones,71,55.52,548,987
168,165,D.J. Brigman,67,55.27,456,825
169,168,Steven Bowditch,86,55.12,630,1143
170,169,Ángel Cabrera,50,54.97,354,644
171,170,Michael Putnam,67,54.72,481,879
172,171,Jason Day,76,54.7,559,1022
173,172,Jhonattan Vegas,84,54.65,611,1118
174,173,Marc Leishman,87,54.41,660,1213
175,174,Martin Piller,63,54.0,445,824
176,176,Ryan Palmer,82,53.76,601,1118
177,178,Phil Mickelson,79,53.2,573,1077
178,179,Jimmy Walker,79,53.13,586,1103
179,180,Padraig Harrington,60,52.98,436,823
180,181,Robert Garrigus,83,52.97,616,1163
181,185,Bio Kim,71,52.87,479,906
182,182,J.B. Holmes,57,52.09,386,741
183,183,David Duval,67,51.88,484,933
184,184,Harrison Frazar,58,51.49,416,808
185,186,Derek Lamely,65,50.57,446,882
186,187,Anthony Kim,72,46.99,469,998
