RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
167,T169,Alex Cejka,59,280.3,33076,118
T168,T169,Justin Leonard,82,280.1,45944,164
T168,T171,Shane Bertsch,62,280.1,31370,112
170,T173,Kevin Na,84,279.8,47009,168
171,167,Garrett Willis,71,279.7,38598,138
172,T171,Greg Chalmers,88,279.6,48090,172
173,T173,Michael Connell,76,279.5,42484,152
174,175,Chris Riley,76,279.3,40221,144
175,176,David Toms,78,279.1,41302,148
176,177,Colt Knost,80,279.0,41291,148
177,179,Zach Johnson,79,278.2,43396,156
178,178,Chris DiMarco,93,277.9,49475,178
179,183,Dean Wilson,62,276.8,34319,124
180,182,Ben Curtis,66,276.7,36522,132
181,181,Richard Johnson,64,276.6,32087,116
182,180,Nick O'Hern,89,276.3,46965,170
183,184,Jerry Kelly,85,275.6,44091,160
184,185,Rocco Mediate,53,275.5,29208,106
185,186,Paul Goydos,81,274.8,44523,162
186,187,Brian Gay,90,269.8,46410,172
