RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG.,TOTAL DISTANCE,TOTAL DRIVES
1,1,J.B. Holmes,57,318.4,33751,106
2,2,Bubba Watson,85,314.9,49747,158
3,3,Dustin Johnson,72,314.2,44616,142
4,4,Robert Garrigus,83,313.4,52026,166
5,5,Gary Woodland,93,310.5,57745,186
6,6,Steven Bowditch,86,308.3,50569,164
7,7,Scott Piercy,78,305.4,45204,148
8,9,Jhonattan Vegas,84,304.9,48778,160
9,10,Kyle Stanley,98,304.6,54825,180
10,,Will Strickler,51,304.1,28584,94
11,11,Scott Stallings,84,303.7,47374,156
12,12,Tag Ridings,87,303.3,49131,162
13,13,Martin Laird,77,303.0,46051,152
14,14,Jason Day,76,302.6,44179,146
15,16,Josh Teater,104,302.3,59244,196
16,17,Nick Watney,80,301.9,46500,154
17,18,Harrison Frazar,58,301.8,35006,116
18,15,Jim Herman,69,301.7,36806,122
19,19,Ángel Cabrera,50,301.6,27747,92
20,20,Keegan Bradley,91,300.7,52319,174
21,21,Troy Matteson,91,300.2,52230,174
T22,T23,Phil Mickelson,79,299.8,46162,154
T22,T23,Charley Hoffman,93,299.8,55162,184
24,25,Adam Scott,60,299.7,35367,118
T25,22,Ryan Palmer,82,299.5,47915,160
T25,26,Rickie Fowler,84,299.5,48520,162
T25,T27,Zack Miller,86,299.5,49116,164
T28,T29,Sergio Garcia,61,299.2,36507,122
T28,T29,Robert Karlsson,61,299.2,35309,118
30,T33,Jimmy Walker,79,298.8,47213,158
T31,31,D.J. Trahan,91,298.6,54349,182
T31,T33,Alex Prugh,82,298.6,46581,156
T33,T27,James Driscoll,71,298.5,38802,130
T33,32,Davis Love III,70,298.5,41783,140
T33,T33,Brandt Jobe,100,298.5,57311,192
36,T36,Scott Gutschewski,67,298.0,35169,118
37,T36,Derek Lamely,65,297.9,37538,126
T38,38,Bobby Gates,82,297.4,44013,148
T38,T42,Bo Van Pelt,92,297.4,53533,180
40,41,Charles Howell III,108,297.3,61846,208
T41,T39,John Merrick,71,297.2,37450,126
T41,46,Michael Putnam,67,297.2,37445,126
43,T47,Charl Schwartzel,58,297.0,33269,112
T44,T47,Chris Couch,73,296.8,43334,146
T44,T39,Jim Renner,65,296.8,33836,114
T46,T49,Tommy Gainey,104,296.7,59331,200
T46,T44,John Rollins,85,296.7,49251,166
T48,T44,Boo Weekley,66,296.6,36775,124
T48,53,Bill Haas,93,296.6,54570,184
50,52,David Duval,67,296.3,39698,134
T51,T56,Aaron Baddeley,77,296.2,44430,150
T51,T49,Webb Simpson,98,296.2,58064,196
53,54,Bio Kim,71,296.1,38497,130
54,58,Marc Leishman,87,296.0,51496,174
55,59,Kevin Chappell,78,295.8,42597,144
56,61,Chris Kirk,87,295.7,51446,174
57,55,Joseph Bramlett,73,295.6,38434,130
58,60,Jeff Overton,92,295.3,53750,182
59,62,Steve Marino,76,295.2,44873,152
60,T56,George McNeill,69,295.0,35991,122
T61,T65,Andres Romero,77,294.7,44200,150
T61,T65,Padraig Harrington,60,294.7,34778,118
T63,T67,Lucas Glover,74,294.6,43595,148
T63,T67,Sean O'Hair,71,294.6,41241,140
65,69,Camilo Villegas,69,294.4,40041,136
T66,T70,Vijay Singh,79,294.3,46492,158
T66,64,Cameron Tringale,110,294.3,62400,212
T68,63,Sung Kang,63,294.2,34712,118
T68,72,Anthony Kim,72,294.2,41774,142
70,T70,Matt Jones,71,293.9,41730,142
71,76,Chez Reavie,92,293.5,53998,184
T72,T77,Ricky Barnes,78,293.3,45750,156
T72,T74,John Senden,94,293.3,55144,188
74,T74,Kevin Stadler,88,293.2,46910,160
T75,T77,Roland Thatcher,67,293.1,39272,134
T75,73,Andres Gonzales,60,293.1,30486,104
77,79,Brendan Steele,89,292.8,50943,174
78,82,Rory Sabbatini,85,292.5,47377,162
79,T80,Martin Piller,63,292.2,34482,118
80,T80,Blake Adams,116,292.1,65435,224
T81,T89,Carl Pettersson,95,291.8,54271,186
T81,T89,Stewart Cink,72,291.8,38521,132
T81,85,Tim Herron,85,291.8,47269,162
T84,T86,Scott McCarron,65,291.6,35574,122
T84,83,Rod Pampling,72,291.6,37331,128
T84,T86,Joe Ogilvie,75,291.6,39076,134
T84,T92,Hunter Mahan,92,291.6,51896,178
T84,T92,Jonathan Byrd,83,291.6,47827,164
89,88,Bill Lunde,92,291.5,51298,176
90,97,Pat Perez,76,291.4,44289,152
91,T92,Chris Stroud,88,291.2,48916,168
T92,T95,J.J. Henry,96,291.1,53561,184
T92,99,Chad Campbell,99,291.1,56476,194
T94,T89,Billy Horschel,75,291.0,40162,138
T94,98,Michael Thompson,79,291.0,42486,146
T96,84,Alexandre Rocha,65,290.9,33157,114
T96,T95,David Hearn,88,290.9,46551,160
98,101,Michael Bradley,74,290.7,40703,140
99,100,Justin Rose,79,290.6,44759,154
T100,T104,Robert Allenby,84,290.2,48165,166
T100,102,D.J. Brigman,67,290.2,34244,118
T100,T104,Y.E. Yang,63,290.2,34239,118
T103,T107,Ryan Moore,79,290.1,43510,150
T103,T107,Tom Gillis,55,290.1,31914,110
T103,T107,Lee Janzen,62,290.1,32495,112
106,110,Geoff Ogilvy,69,290.0,38286,132
T107,,Retief Goosen,50,289.9,28415,98
T107,103,William McGirt,103,289.9,57398,198
T109,T104,Ben Martin,74,289.5,40528,140
T109,112,Graeme McDowell,50,289.5,27213,94
111,113,Kevin Streelman,90,289.2,52050,180
112,111,Briny Baird,60,289.1,31223,108
113,T114,Steve Stricker,70,288.8,39859,138
T114,T114,Trevor Immelman,84,288.5,48465,168
T114,116,Hunter Haas,96,288.5,53082,184
116,117,Fabián Gómez,84,288.4,43832,152
117,118,Matt Bettencourt,84,288.3,48437,168
118,T119,Ernie Els,71,288.1,39753,138
119,T121,Brendon de Jonge,105,287.8,58132,202
120,T119,Woody Austin,59,287.6,30487,106
121,123,Stuart Appleby,65,287.5,37374,130
T122,124,Freddie Jacobson,92,287.4,48282,168
T122,T121,D.A. Points,89,287.4,51162,178
124,T126,Brandt Snedeker,85,287.2,48816,170
T125,128,Jason Dufner,78,286.8,44745,156
T125,125,Troy Merritt,63,286.8,34986,122
127,129,Spencer Levin,113,286.3,62416,218
128,135,Matt Kuchar,94,286.2,50366,176
T129,T126,Rich Beem,53,286.1,30325,106
T129,T132,Jarrod Lyle,83,286.1,45201,158
T129,T130,Shaun Micheel,77,286.1,41773,146
132,T130,Justin Hicks,60,286.0,29742,104
133,T132,Charlie Wi,83,285.8,47443,166
134,T138,K.J. Choi,77,285.6,42834,150
T135,T136,Steve Elkington,50,285.4,28543,100
T135,T136,Matt McQuillan,59,285.4,31399,110
T137,T138,Kent Jones,76,285.0,40474,142
T137,140,Nathan Green,81,285.0,43891,154
T139,145,Ben Crane,76,284.9,41599,146
T139,134,Jason Bohn,74,284.9,39879,140
T139,141,Daniel Summerhays,75,284.9,41596,146
T139,142,Kris Blanks,92,284.9,51276,180
T143,143,Arjun Atwal,91,284.8,51842,182
T143,146,Mark Wilson,89,284.8,49548,174
T145,151,Cameron Beckman,71,284.3,38102,134
T145,144,Kevin Kisner,70,284.3,36394,128
T147,T148,Luke Donald,73,284.1,38064,134
T147,T148,Vaughn Taylor,89,284.1,50571,178
149,147,Paul Stankowski,78,283.9,40875,144
150,152,Stephen Ames,69,283.8,36890,130
151,153,Joe Durant,71,283.6,39143,138
152,154,Ryuji Imada,83,283.4,47048,166
T153,156,Brian Davis,105,283.3,59483,210
T153,155,Billy Mayfair,94,283.3,50999,180
T155,T159,Ian Poulter,52,282.8,28850,102
T155,157,Marc Turnesa,54,282.8,29406,104
157,T148,J.P. Hayes,56,282.7,30529,108
158,158,Aron Price,58,282.6,29388,104
159,T159,Steve Flesch,88,282.5,47462,168
160,163,Johnson Wagner,81,282.2,43455,154
T161,164,Bryce Molder,82,282.0,45119,160
T161,T159,David Mathis,83,282.0,43422,154
163,162,Heath Slocum,89,281.9,49612,176
164,166,Jim Furyk,87,281.4,48401,172
165,165,Nate Smith,66,281.2,33743,120
166,168,Tim Petrovic,88,280.5,47118,168
