RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
62,T57,Rod Pampling,72,0.366,0.193,-0.18,0.353,60
63,64,Ben Crane,76,0.356,0.101,0.162,0.093,62
64,65,Jonathan Byrd,83,0.354,-0.041,0.248,0.147,72
65,66,Brendon de Jonge,105,0.303,-0.065,0.312,0.057,92
T66,T67,Carl Pettersson,95,0.284,0.113,0.147,0.025,90
T66,T67,Camilo Villegas,69,0.284,-0.125,0.399,0.01,57
68,70,Ryan Moore,79,0.278,0.158,0.192,-0.071,60
69,71,Freddie Jacobson,92,0.275,-0.017,0.105,0.187,70
70,72,Keegan Bradley,91,0.272,0.683,-0.33,-0.081,77
71,73,Pat Perez,76,0.271,0.319,-0.048,0.001,70
72,75,Mark Wilson,89,0.245,0.007,-0.017,0.255,70
73,77,J.J. Henry,96,0.233,0.239,0.08,-0.086,79
74,74,Shane Bertsch,62,0.22,-0.245,0.199,0.267,52
75,86,Scott Stallings,84,0.213,0.443,0.244,-0.475,69
76,78,Chris Stroud,88,0.212,-0.06,0.23,0.041,78
77,69,Kevin Stadler,88,0.208,0.109,0.4,-0.301,73
78,79,Lucas Glover,74,0.206,0.27,0.052,-0.116,61
79,80,Geoff Ogilvy,69,0.205,0.017,0.029,0.159,54
80,82,Chris Riley,76,0.201,-0.087,-0.301,0.59,68
81,94,Kevin Chappell,78,0.187,0.14,0.082,-0.036,61
82,92,Aron Price,58,0.186,-0.176,0.453,-0.091,49
83,76,Brian Gay,90,0.181,-0.36,0.117,0.425,74
84,T84,Josh Teater,104,0.174,0.632,-0.39,-0.068,92
85,81,Jim Herman,69,0.165,0.244,0.011,-0.09,57
86,87,Sean O'Hair,71,0.164,-0.122,0.14,0.145,60
87,,Retief Goosen,50,0.162,-0.204,0.212,0.154,40
88,89,Tommy Gainey,104,0.158,0.245,0.167,-0.254,91
89,88,Jimmy Walker,79,0.155,-0.285,0.271,0.168,76
90,91,Jhonattan Vegas,84,0.143,0.507,-0.246,-0.117,70
91,93,Marc Leishman,87,0.125,-0.116,0.034,0.207,80
92,83,Chris DiMarco,93,0.123,-0.313,0.383,0.053,82
T93,T95,Harrison Frazar,58,0.121,0.259,-0.025,-0.114,42
T93,T95,Kevin Na,84,0.121,-0.757,0.286,0.593,68
95,98,Joseph Bramlett,73,0.111,0.03,0.068,0.013,61
96,97,Michael Bradley,74,0.11,-0.572,0.448,0.234,59
97,T84,Scott Piercy,78,0.104,0.201,0.24,-0.337,63
98,102,Andres Romero,77,0.074,0.201,-0.038,-0.09,68
99,101,D.A. Points,89,0.071,0.044,-0.097,0.124,74
100,105,Graeme McDowell,50,0.066,0.301,0.029,-0.265,37
101,107,Bill Lunde,92,0.057,0.156,0.027,-0.126,77
102,106,Brendan Steele,89,0.054,0.118,0.209,-0.273,77
103,99,Chris Couch,73,0.052,0.606,-0.345,-0.208,68
T104,114,Jeff Overton,92,0.042,0.402,-0.119,-0.241,73
T104,109,Cameron Tringale,110,0.042,0.154,-0.133,0.022,97
106,104,Ryuji Imada,83,0.04,-0.211,-0.085,0.337,76
107,124,Trevor Immelman,84,0.036,-0.299,0.085,0.25,67
108,100,Paul Goydos,81,0.034,-0.276,0.452,-0.142,74
109,103,George McNeill,69,0.016,0.13,0.039,-0.153,58
110,125,Justin Leonard,82,0.011,-0.257,-0.07,0.338,74
111,110,Padraig Harrington,60,0.007,-0.392,0.209,0.19,45
112,111,Y.E. Yang,63,0.003,0.152,-0.111,-0.038,42
113,112,David Hearn,88,-0.001,0.217,0.016,-0.234,76
114,113,Troy Matteson,91,-0.013,0.295,-0.089,-0.218,81
115,108,William McGirt,103,-0.023,-0.039,-0.021,0.036,92
116,121,Tim Herron,85,-0.026,-0.125,-0.122,0.221,77
117,116,Scott Gutschewski,67,-0.029,-0.072,-0.013,0.056,55
118,115,Ian Poulter,52,-0.032,-0.354,0.222,0.1,39
119,118,Ben Curtis,66,-0.049,-0.046,-0.063,0.06,62
120,123,Blake Adams,116,-0.064,0.241,-0.453,0.148,105
121,120,Jason Bohn,74,-0.075,-0.103,0.167,-0.139,67
122,122,Vaughn Taylor,89,-0.076,-0.294,0.191,0.028,83
123,117,Ryan Palmer,82,-0.078,-0.06,-0.064,0.047,60
124,119,Hunter Haas,96,-0.082,-0.015,-0.141,0.074,85
125,127,Bryce Molder,82,-0.116,-0.325,-0.138,0.346,71
126,126,David Mathis,83,-0.12,-0.091,0.003,-0.032,70
127,128,Tom Gillis,55,-0.137,0.076,-0.212,-0.001,50
128,143,Sung Kang,63,-0.143,0.135,-0.003,-0.274,51
129,129,Billy Horschel,75,-0.168,0.31,-0.29,-0.189,62
130,131,James Driscoll,71,-0.184,-0.243,-0.226,0.285,61
131,134,Kent Jones,76,-0.205,-0.059,-0.008,-0.137,67
132,132,Greg Chalmers,88,-0.215,-0.411,-0.057,0.253,79
133,130,Garrett Willis,71,-0.247,-0.066,-0.037,-0.144,64
134,136,Jim Renner,65,-0.261,0.162,-0.188,-0.234,53
135,T137,Stephen Ames,69,-0.274,-0.131,0.029,-0.171,60
136,135,Tim Petrovic,88,-0.296,-0.316,-0.247,0.267,77
137,133,Tag Ridings,87,-0.302,0.114,-0.165,-0.251,74
138,140,Anthony Kim,72,-0.31,-0.455,0.103,0.043,58
139,142,Michael Connell,76,-0.327,-0.393,0.042,0.023,72
140,141,Ángel Cabrera,50,-0.337,0.217,0.126,-0.679,35
141,T137,Paul Stankowski,78,-0.345,-0.529,-0.014,0.199,65
142,144,Johnson Wagner,81,-0.37,-0.059,-0.119,-0.192,70
143,T151,Alexandre Rocha,65,-0.374,-0.184,0.005,-0.195,49
144,146,Alex Prugh,82,-0.375,0.204,-0.109,-0.47,71
145,145,Matt Jones,71,-0.379,-0.135,-0.506,0.262,64
146,154,Steven Bowditch,86,-0.429,0.339,-0.615,-0.153,78
147,149,David Duval,67,-0.437,-0.243,0.065,-0.259,58
148,T161,Bobby Gates,82,-0.445,0.133,-0.183,-0.396,67
149,147,Arjun Atwal,91,-0.453,-0.705,0.241,0.011,83
150,153,Justin Hicks,60,-0.461,0.202,-0.192,-0.472,44
151,155,Joe Ogilvie,75,-0.473,-0.271,-0.236,0.034,61
152,150,Stuart Appleby,65,-0.479,-0.461,-0.152,0.134,60
153,157,Fabián Gómez,84,-0.485,-0.186,-0.146,-0.152,69
154,148,Michael Thompson,79,-0.499,-0.335,-0.321,0.156,69
155,158,Nathan Green,81,-0.501,-0.367,-0.225,0.091,70
156,164,Charlie Wi,83,-0.502,-0.133,-0.608,0.239,77
157,156,Matt McQuillan,59,-0.52,-0.363,-0.188,0.031,48
158,159,Cameron Beckman,71,-0.541,-0.423,-0.061,-0.057,64
159,160,J.P. Hayes,56,-0.552,-0.035,-0.406,-0.111,48
160,T151,Zack Miller,86,-0.568,0.057,-0.612,-0.012,75
161,T161,Steve Flesch,88,-0.575,-0.46,-0.367,0.253,78
T162,168,Marc Turnesa,54,-0.585,-0.077,-0.092,-0.416,46
T162,165,Michael Putnam,67,-0.585,0.02,-0.418,-0.187,53
164,166,Lee Janzen,62,-0.613,-0.401,-0.264,0.052,50
165,167,Steve Elkington,50,-0.653,-0.004,-0.651,0.003,42
166,170,Jarrod Lyle,83,-0.657,-0.175,-0.505,0.024,72
167,171,Ben Martin,74,-0.681,0.073,-0.301,-0.453,65
168,169,Roland Thatcher,67,-0.685,-0.007,-0.259,-0.419,61
169,163,Rich Beem,53,-0.689,-0.152,-0.257,-0.28,46
170,174,Troy Merritt,63,-0.697,-0.181,-0.468,-0.049,57
171,173,Dean Wilson,62,-0.712,-0.863,0.073,0.079,57
172,172,Shaun Micheel,77,-0.713,-0.64,-0.319,0.245,65
173,181,Andres Gonzales,60,-0.795,-0.473,-0.184,-0.137,46
174,177,D.J. Brigman,67,-0.808,-0.606,-0.119,-0.083,55
175,175,Matt Bettencourt,84,-0.845,-0.267,-0.309,-0.269,77
176,176,Scott McCarron,65,-0.866,0.181,-1.24,0.193,54
177,180,Bio Kim,71,-0.886,-0.563,-0.838,0.515,58
178,178,Rocco Mediate,53,-0.9,-0.248,-0.682,0.03,48
179,179,Colt Knost,80,-0.938,-0.229,-0.672,-0.037,67
180,182,Kevin Kisner,70,-1.044,-0.247,-0.707,-0.09,57
181,184,Derek Lamely,65,-1.062,-0.7,-0.636,0.273,58
182,183,Richard Johnson,64,-1.161,-0.689,-0.335,-0.137,54
183,186,Daniel Summerhays,75,-1.288,-0.719,-0.434,-0.134,66
184,185,Nate Smith,66,-1.293,-0.882,-0.547,0.136,53
185,,Will Strickler,51,-1.294,-0.267,-0.648,-0.38,43
186,187,Martin Piller,63,-1.559,-0.326,-0.61,-0.623,52
