RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
33,34,Robert Allenby,84,70.284,5867,- 33.460,83
34,35,Carl Pettersson,95,70.289,6674,3.473,95
35,38,Kyle Stanley,98,70.317,6891,.107,98
36,30,Justin Rose,79,70.332,5425,- 9.418,77
37,37,Brandt Jobe,100,70.334,7033,.365,100
38,39,Martin Laird,77,70.341,5333,12.888,76
39,40,Ryan Moore,79,70.345,5297,- 21.133,75
40,42,Jim Furyk,87,70.37,6069,- 17.180,86
41,44,Chris Kirk,87,70.414,6115,10.988,87
42,36,John Merrick,71,70.423,4978,22.064,71
43,45,Jimmy Walker,79,70.424,5582,- 18.534,79
44,46,Brendon de Jonge,105,70.429,7370,25.073,105
45,47,Kevin Na,84,70.432,5916,.273,84
T46,48,Bryce Molder,82,70.433,5754,21.487,82
T46,53,Trevor Immelman,84,70.433,5932,- 15.622,84
48,49,Ben Crane,76,70.434,5142,- .301,73
49,41,Briny Baird,60,70.435,4222,4.123,60
50,50,Lucas Glover,74,70.445,5235,- 22.106,74
51,51,Dustin Johnson,72,70.457,5023,- 20.535,71
52,52,Rory Sabbatini,85,70.46,6010,- 20.875,85
53,43,Brian Davis,105,70.469,7392,7.242,105
54,T55,Andres Romero,77,70.495,5442,- 13.878,77
55,58,J.B. Holmes,57,70.523,3751,- 13.306,53
56,59,Mark Wilson,89,70.526,6138,- 2.240,87
57,T55,Kevin Streelman,90,70.54,6362,- 13.362,90
58,54,Davis Love III,70,70.548,4953,- 14.634,70
59,60,Ricky Barnes,78,70.572,5530,- 25.381,78
60,68,John Rollins,85,70.584,5984,15.668,85
61,57,Chris Couch,73,70.595,5123,30.446,73
62,64,Greg Chalmers,88,70.596,6212,.486,88
63,67,Vijay Singh,79,70.61,5584,- 5.799,79
64,61,D.A. Points,89,70.621,6302,- 16.772,89
65,69,Bubba Watson,85,70.625,5574,5.365,79
66,66,Tim Herron,85,70.634,6010,- 6.101,85
67,65,Johnson Wagner,81,70.654,5731,- 8.020,81
68,62,J.J. Henry,96,70.671,6789,- 4.581,96
69,74,Ángel Cabrera,50,70.696,3551,- 16.221,50
T70,75,Stewart Cink,72,70.7,4970,- 21.029,70
T70,70,Blake Adams,116,70.7,8169,32.151,116
72,76,David Hearn,88,70.709,6195,27.379,88
73,71,William McGirt,103,70.726,7272,12.766,103
74,72,Aron Price,58,70.729,4095,7.294,58
75,,Retief Goosen,50,70.731,3467,- 1.175,49
76,82,Steve Marino,76,70.735,5374,1.867,76
77,84,Chez Reavie,92,70.744,6496,12.419,92
78,90,Billy Mayfair,94,70.747,6619,31.258,94
79,T79,Cameron Tringale,110,70.751,7771,11.629,110
80,83,Charlie Wi,83,70.757,5873,- .183,83
81,T87,Anthony Kim,72,70.775,5054,- 28.974,71
82,89,Jonathan Byrd,83,70.783,5787,17.207,82
83,73,Scott Piercy,78,70.792,5525,- 3.226,78
84,78,George McNeill,69,70.797,4871,14.002,69
85,98,Nick O'Hern,89,70.8,6294,7.211,89
86,T87,Jeff Overton,92,70.802,6461,- 17.985,91
87,77,Rod Pampling,72,70.803,5075,22.808,72
88,92,Padraig Harrington,60,70.809,4182,- 4.244,59
89,93,Sean O'Hair,71,70.81,4990,- 33.314,70
90,86,Tommy Gainey,104,70.814,7362,2.668,104
91,96,Ian Poulter,52,70.824,3616,- 3.975,51
T92,97,Pat Perez,76,70.826,5380,2.767,76
T92,T79,Hunter Haas,96,70.826,6781,18.304,96
94,91,Chris Stroud,88,70.838,6213,20.776,88
95,85,Ben Curtis,66,70.839,4680,- 4.627,66
96,99,Ryan Palmer,82,70.847,5672,- 4.275,80
97,107,Sung Kang,63,70.849,4467,- 3.522,63
98,T79,Shane Bertsch,62,70.869,4374,19.885,62
99,94,D.J. Trahan,91,70.87,6434,15.151,91
100,104,Michael Bradley,74,70.877,5237,7.910,74
101,106,Harrison Frazar,58,70.891,4144,- 32.349,58
102,95,David Mathis,83,70.899,5879,5.611,83
T103,103,Chris DiMarco,93,70.909,6587,7.571,93
T103,T100,Vaughn Taylor,89,70.909,6301,9.927,89
105,105,Robert Garrigus,83,70.931,5889,- 1.748,83
106,T100,Michael Thompson,79,70.942,5585,19.397,79
107,102,Woody Austin,59,70.943,4168,17.613,59
108,108,Marc Leishman,87,70.948,6183,- 10.543,87
109,112,Kris Blanks,92,70.952,6500,27.596,92
110,110,Jhonattan Vegas,84,70.966,5954,7.168,84
111,114,Heath Slocum,89,70.988,6216,30.950,88
112,113,Michael Putnam,67,70.989,4767,- 10.764,67
113,115,Graeme McDowell,50,70.997,3346,- 9.149,47
114,109,Kent Jones,76,71.001,5399,- 2.913,76
115,124,Justin Leonard,82,71.002,5830,- 7.818,82
116,116,Brendan Steele,89,71.019,6317,3.693,89
117,117,Camilo Villegas,69,71.024,4855,- 25.352,68
118,118,Scott Stallings,84,71.036,5967,.030,84
119,111,Bill Lunde,92,71.046,6504,32.258,92
120,122,Josh Teater,104,71.057,7370,19.898,104
121,123,Ernie Els,71,71.062,4913,- 9.690,69
122,126,Charley Hoffman,93,71.097,6519,21.886,92
123,128,Ryuji Imada,83,71.115,5894,8.583,83
124,120,Steve Flesch,88,71.119,6266,- 7.539,88
125,121,Stephen Ames,69,71.121,4890,17.335,69
126,119,Scott McCarron,65,71.127,4621,2.233,65
127,131,Tom Gillis,55,71.134,3931,- 18.609,55
128,127,Chris Riley,76,71.143,5394,12.896,76
129,129,Paul Stankowski,78,71.165,5538,12.854,78
130,130,Boo Weekley,66,71.176,4673,24.591,66
131,133,Alex Cejka,59,71.178,4204,- 4.527,59
132,134,Troy Matteson,91,71.184,6456,21.730,91
133,T135,Dean Wilson,62,71.195,4408,6.067,62
134,132,Joe Ogilvie,75,71.215,5310,31.158,75
T135,139,Steven Bowditch,86,71.221,6123,2.040,86
T135,144,Kevin Chappell,78,71.221,5549,6.244,78
137,142,Alexandre Rocha,65,71.262,4638,- 5.979,65
138,147,James Driscoll,71,71.277,5054,6.662,71
139,T135,Kevin Stadler,88,71.295,6249,24.974,88
140,145,Nathan Green,81,71.298,5769,6.175,81
141,137,Tag Ridings,87,71.325,6191,14.308,87
T142,141,Michael Connell,76,71.326,5416,4.740,76
T142,140,Tim Petrovic,88,71.326,6256,20.652,88
144,146,Jason Bohn,74,71.336,5234,44.877,74
145,143,Jim Renner,65,71.372,4621,18.182,65
146,138,Jim Herman,69,71.377,4906,18.986,69
147,152,Ben Martin,74,71.419,5272,13.030,74
148,150,Joe Durant,71,71.428,5060,11.415,71
149,149,Arjun Atwal,91,71.444,6501,.432,91
150,148,Garrett Willis,71,71.458,5063,10.518,71
151,151,Roland Thatcher,67,71.478,4781,7.996,67
152,154,Billy Horschel,75,71.512,5340,23.391,75
153,153,Matt Jones,71,71.517,5059,18.716,71
154,156,Lee Janzen,62,71.525,4417,17.539,62
155,159,Marc Turnesa,54,71.533,3873,- 10.231,54
156,158,Stuart Appleby,65,71.554,4657,- 5.989,65
157,164,Scott Gutschewski,67,71.582,4796,- .026,67
158,155,Steve Elkington,50,71.598,3558,21.918,50
159,160,Bobby Gates,82,71.616,5857,15.494,82
160,161,Jarrod Lyle,83,71.617,5939,5.176,83
161,171,Andres Gonzales,60,71.634,4285,13.030,60
162,157,Matt McQuillan,59,71.635,4204,22.455,59
163,162,Fabián Gómez,84,71.639,5998,19.648,84
164,165,Cameron Beckman,71,71.642,5049,37.593,71
165,166,Shaun Micheel,77,71.675,5520,- 1.024,77
166,163,Matt Bettencourt,84,71.689,6008,13.873,84
167,173,Bio Kim,71,71.696,5089,1.441,71
168,169,Joseph Bramlett,73,71.714,5218,17.111,73
169,167,Paul Goydos,81,71.722,5801,8.455,81
170,168,Colt Knost,80,71.747,5732,7.722,80
171,172,D.J. Brigman,67,71.803,4805,5.821,67
172,174,Nate Smith,66,71.833,4721,19.974,66
173,179,Kevin Kisner,70,71.858,5015,15.049,70
174,178,David Duval,67,71.873,4814,1.466,67
175,175,Zack Miller,86,71.89,6178,4.544,86
176,176,Richard Johnson,64,71.902,4596,5.727,64
177,177,Alex Prugh,82,71.904,5892,4.154,82
178,180,Justin Hicks,60,72.008,4341,- 20.515,60
179,181,J.P. Hayes,56,72.048,4027,7.693,56
180,182,Troy Merritt,63,72.083,4528,13.248,63
181,,Will Strickler,51,72.177,3674,7.036,51
182,183,Daniel Summerhays,75,72.487,5419,17.505,75
183,184,Martin Piller,63,72.542,4563,7.117,63
184,186,Derek Lamely,65,72.606,4689,30.408,65
185,185,Rich Beem,53,72.76,3862,- 5.709,53
186,187,Rocco Mediate,53,72.975,3852,15.677,53
