RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
174,178,Chris Stroud,81,71.73,5795,15.148,81
175,174,Nick Flanagan,89,71.789,6375,14.204,89
176,176,Ryan Armour,87,71.807,6245,2.215,87
177,177,Will MacKenzie,62,71.859,4441,14.272,62
178,180,J.P. Hayes,67,71.875,4830,- 14.383,67
179,183,Stephen Leaney,53,71.889,3828,- 17.870,53
180,181,Richard Johnson,77,71.908,5541,- 4.052,77
181,184,Ron Whittaker,54,71.918,3872,11.555,54
182,182,Jin Park,85,71.926,6126,- 12.291,85
T183,T186,Bob Sowards,61,71.967,4379,11.016,61
T183,185,Billy Andrade,71,71.967,5123,- 13.356,71
185,T186,Tom Scherrer,56,71.985,4012,19.153,56
186,190,Brett Rumford,72,72.023,5176,9.648,72
187,189,Mark Hensby,71,72.032,5101,13.302,71
188,195,Tommy Gainey,60,72.033,4317,5.000,60
189,188,Paul Claxton,63,72.1,4522,20.285,63
190,191,Charles Warren,79,72.106,5694,2.405,79
191,192,Justin Bolli,87,72.11,6264,9.586,87
192,193,Jason Allred,63,72.357,4541,17.496,63
193,194,David Lutterus,59,72.383,4271,- .406,59
194,196,Kyle Thompson,70,72.57,5068,11.875,70
195,197,Cody Freeman,66,72.606,4786,5.975,66
196,198,Travis Perkins,53,72.869,3876,- 13.952,53
197,199,David Duval,51,73.203,3760,- 26.637,51
