RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
57,48,Rich Beem,90,66.48,1077,1620,-0.24
58,T51,Brandt Jobe,52,66.45,622,936,-0.22
T59,T53,Steve Allan,58,66.44,598,900,-0.25
T59,T53,Charlie Wi,97,66.44,1160,1746,-0.24
61,57,Jeff Maggert,86,66.34,1027,1548,-0.23
62,60,D.J. Trahan,94,66.25,1121,1692,-0.25
63,61,Charley Hoffman,94,66.24,1097,1656,-0.25
64,T71,Dudley Hart,74,66.11,833,1260,-0.24
65,63,Rory Sabbatini,77,66.08,904,1368,-0.25
66,66,Robert Gamez,79,66.02,915,1386,-0.22
67,62,Y.E. Yang,89,65.96,1033,1566,-0.24
68,T69,Brad Adamonis,87,65.86,984,1494,-0.25
69,86,Cameron Beckman,87,65.82,936,1422,-0.25
70,68,Phil Mickelson,80,65.81,924,1404,-0.28
T71,82,Tom Scherrer,56,65.78,592,900,-0.24
T71,T69,Anthony Kim,81,65.78,959,1458,-0.27
73,T71,Ben Crane,86,65.76,1018,1548,-0.27
T74,73,Paul Casey,55,65.71,615,936,-0.22
T74,75,Jon Mills,95,65.71,1029,1566,-0.21
76,74,Olin Browne,77,65.63,886,1350,-0.18
77,76,Dean Wilson,109,65.61,1240,1890,-0.25
78,79,Ryan Armour,87,65.6,980,1494,-0.25
79,85,Ron Whittaker,54,65.51,566,864,-0.2
80,77,Jason Day,81,65.5,955,1458,-0.26
T81,78,K.J. Choi,74,65.48,825,1260,-0.24
T81,92,Vaughn Taylor,103,65.48,1214,1854,-0.26
T83,81,Fred Couples,60,65.46,707,1080,-0.26
T83,88,Jim McGovern,75,65.46,813,1242,-0.22
85,T89,Tim Wilkinson,95,65.39,1024,1566,-0.24
86,80,Lucas Glover,91,65.38,1071,1638,-0.25
87,87,Todd Demsey,80,65.31,917,1404,-0.24
88,107,Brenden Pappas,66,65.28,705,1080,-0.27
89,T83,Brian Davis,108,65.23,1268,1944,-0.25
90,T83,David Toms,70,65.2,798,1224,-0.25
91,101,Omar Uresti,74,65.16,821,1260,-0.23
92,T95,Richard Johnson,60,65.12,633,972,-0.21
93,114,Kevin Stadler,90,65.11,961,1476,-0.26
94,106,Scott Verplank,82,65.09,949,1458,-0.25
95,97,James Driscoll,85,65.05,925,1422,-0.26
96,T102,Stephen Ames,83,65.04,960,1476,-0.25
97,T93,Paul Claxton,63,65.01,667,1026,-0.22
98,T102,Cliff Kresge,84,65.0,936,1440,-0.22
99,T95,Brad Elder,67,64.94,713,1098,-0.23
100,T89,Peter Lonard,92,64.9,1028,1584,-0.23
101,91,Bart Bryant,81,64.88,946,1458,-0.21
102,109,Kenneth Ferrie,72,64.84,747,1152,-0.23
103,T93,Scott McCarron,63,64.81,735,1134,-0.24
T104,T102,Ken Duke,116,64.8,1353,2088,-0.28
T104,T102,Patrick Sheehan,124,64.8,1353,2088,-0.24
106,T126,Davis Love III,78,64.74,909,1404,-0.24
107,123,Will MacKenzie,62,64.7,722,1116,-0.23
108,98,Doug LaBelle II,65,64.66,675,1044,-0.22
T109,99,Mike Weir,88,64.62,1012,1566,-0.26
T109,116,Steve Flesch,95,64.62,1105,1710,-0.24
111,100,Camilo Villegas,79,64.6,907,1404,-0.29
112,113,Brett Quigley,80,64.53,906,1404,-0.25
113,108,Sean O'Hair,81,64.47,940,1458,-0.23
T114,120,Lee Janzen,89,64.39,962,1494,-0.23
T114,110,Mark Calcavecchia,67,64.39,765,1188,-0.22
116,111,Nick O'Hern,82,64.38,927,1440,-0.25
117,112,Glen Day,64,64.37,672,1044,-0.23
118,T126,Jeff Overton,103,64.14,1143,1782,-0.26
119,115,Joe Ogilvie,100,64.12,1108,1728,-0.27
120,117,Tom Pernice Jr.,104,64.1,1200,1872,-0.26
121,124,Mark Hensby,71,64.08,819,1278,-0.26
122,129,Shane Bertsch,96,64.06,1107,1728,-0.26
123,118,Nick Flanagan,89,63.99,979,1530,-0.23
124,125,Frank Lickliter II,107,63.97,1232,1926,-0.27
125,T136,Tag Ridings,88,63.95,1013,1584,-0.26
126,119,Matt Kuchar,88,63.89,943,1476,-0.23
127,122,Steve Stricker,75,63.81,827,1296,-0.25
128,128,Adam Scott,51,63.72,562,882,-0.25
T129,131,Dustin Johnson,92,63.71,1055,1656,-0.27
T129,121,Brian Gay,102,63.71,1078,1692,-0.28
T131,130,Rod Pampling,83,63.61,916,1440,-0.25
T131,147,Tim Clark,90,63.61,1019,1602,-0.26
133,132,Kevin Na,97,63.57,1110,1746,-0.27
134,139,Carl Pettersson,110,63.54,1258,1980,-0.26
135,133,Billy Andrade,71,63.52,766,1206,-0.19
136,138,John Rollins,94,63.48,1074,1692,-0.23
T137,134,Ben Curtis,80,63.45,868,1368,-0.24
T137,148,Marc Turnesa,87,63.45,948,1494,-0.27
139,149,Bob Sowards,61,63.43,628,990,-0.23
T140,142,Jerry Kelly,89,63.36,958,1512,-0.22
T140,135,Brandt Snedeker,85,63.36,958,1512,-0.25
142,152,Chris DiMarco,87,63.35,992,1566,-0.23
143,T136,Michael Letzig,88,63.29,957,1512,-0.28
144,160,Tim Petrovic,97,63.17,1012,1602,-0.25
145,143,Nicholas Thompson,113,63.14,1216,1926,-0.25
146,140,Alex Cejka,75,63.12,784,1242,-0.22
147,155,Jimmy Walker,73,63.08,738,1170,-0.25
148,141,Trevor Immelman,70,63.07,772,1224,-0.21
149,144,Jonathan Byrd,88,63.01,964,1530,-0.26
150,145,Todd Hamilton,92,62.98,1043,1656,-0.23
151,146,Paul Goydos,78,62.96,884,1404,-0.22
152,157,J.B. Holmes,86,62.94,963,1530,-0.26
153,151,Jin Park,85,62.84,871,1386,-0.22
154,164,Mathias Grönberg,87,62.78,938,1494,-0.25
155,150,Jason Allred,63,62.67,643,1026,-0.23
156,153,Ángel Cabrera,55,62.64,575,918,-0.24
157,154,Rocco Mediate,87,62.58,980,1566,-0.23
158,161,Craig Kanada,65,62.52,664,1062,-0.26
159,156,Parker McLachlin,88,62.5,945,1512,-0.27
160,173,Kyle Thompson,70,62.41,719,1152,-0.21
T161,162,Alejandro Cañizares,52,62.37,494,792,-0.26
T161,171,David Lutterus,59,62.37,595,954,-0.19
163,159,Tim Herron,97,62.25,1042,1674,-0.25
164,170,Matt Jones,95,62.15,1018,1638,-0.26
165,163,Tom Lehman,51,62.13,548,882,-0.2
T166,T165,Aaron Baddeley,76,62.02,815,1314,-0.29
T166,T165,Stephen Leaney,53,62.02,547,882,-0.19
168,167,Stuart Appleby,87,61.9,936,1512,-0.26
T169,T168,Chris Riley,51,61.89,479,774,-0.24
T169,T168,Geoff Ogilvy,65,61.89,713,1152,-0.24
171,174,Freddie Jacobson,78,61.82,868,1404,-0.26
172,172,Jeff Quinney,87,61.81,968,1566,-0.27
173,178,Ryan Moore,72,61.73,800,1296,-0.27
174,175,Johnson Wagner,83,61.6,887,1440,-0.24
175,180,Brett Rumford,72,61.52,753,1224,-0.25
176,176,Ryuji Imada,80,61.39,884,1440,-0.27
177,183,Travis Perkins,53,61.35,519,846,-0.19
178,177,Ernie Els,51,61.33,552,900,-0.23
179,185,Cody Freeman,66,61.29,684,1116,-0.23
180,179,Eric Axley,113,61.16,1200,1962,-0.27
181,181,J.P. Hayes,67,61.03,736,1206,-0.21
182,182,Marco Dawson,64,60.91,614,1008,-0.26
183,188,Chad Collins,72,60.86,723,1188,-0.27
184,187,Jesper Parnevik,88,60.85,920,1512,-0.26
185,184,John Mallinger,95,60.82,1040,1710,-0.27
186,186,Padraig Harrington,52,60.67,546,900,-0.29
187,189,Shigeki Maruyama,50,60.0,486,810,-0.2
188,190,Nathan Green,95,59.82,1023,1710,-0.29
189,192,Daniel Chopra,84,59.77,893,1494,-0.31
190,191,Ian Poulter,51,59.75,527,882,-0.23
191,193,Greg Kraft,63,59.49,589,990,-0.24
192,194,Retief Goosen,59,59.39,620,1044,-0.24
193,195,Steve Lowery,74,59.38,791,1332,-0.25
194,196,Andres Romero,69,58.79,709,1206,-0.26
195,197,Richard Johnson,77,58.44,789,1350,-0.25
196,198,Corey Pavin,69,57.95,678,1170,-0.26
197,199,David Duval,51,57.84,531,918,-0.21
