RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,TOP 10,1ST,2ND,3RD
T60,T59,Dean Wilson,3,,,2.0
T101,T97,Lee Westwood,2,,1.0,1.0
T101,T130,Cameron Beckman,2,1.0,,
T101,T97,Retief Goosen,2,,1.0,
T101,T130,Scott Sterling,2,,,
T101,T97,Scott McCarron,2,,1.0,
T101,T97,Marco Dawson,2,,,
T101,T97,Tom Lehman,2,,,
T101,T97,Corey Pavin,2,,,1.0
T101,T97,Steve Flesch,2,,,
T101,T97,Brett Quigley,2,,,
T101,T130,Joe Durant,2,,,
T101,T130,Bob Estes,2,,,
T101,T97,Steve Lowery,2,1.0,,
T101,T97,Bart Bryant,2,,1.0,1.0
T101,T97,Mark Calcavecchia,2,,,
T101,T97,Rocco Mediate,2,,1.0,
T101,T97,Brian Davis,2,,1.0,
T101,T97,John Rollins,2,,1.0,
T101,T97,Justin Rose,2,,1.0,
T101,T97,Patrick Sheehan,2,,,
T101,T97,Jason Bohn,2,,,1.0
T101,T97,Will MacKenzie,2,1.0,,
T101,T97,Bill Haas,2,,,
T101,T97,Jonathan Byrd,2,,,
T101,T130,Robert Garrigus,2,,,1.0
T101,T97,Lucas Glover,2,,,
T101,T97,Roland Thatcher,2,,,
T101,T97,Vaughn Taylor,2,,1.0,
T101,T97,Charles Warren,2,,,1.0
T101,T97,J.J. Henry,2,,,
T101,T130,Tag Ridings,2,,,
T101,T97,Marc Turnesa,2,1.0,1.0,
T101,T97,Matt Jones,2,,,
T101,T97,Chez Reavie,2,1.0,,
T101,T130,Chris Stroud,2,,,
T101,T97,Jason Day,2,,,
T137,,Tommy Gainey,1,,1.0,
T137,T130,Casey Wittenberg,1,,,
T137,T130,Richard Johnson,1,1.0,,
T137,T130,Kevin Stadler,1,,,
T137,T130,Michael Sim,1,,,
T137,T130,Johnson Wagner,1,1.0,,
T137,T130,Nick Flanagan,1,,,
T137,T130,Nick Watney,1,,,
T137,T130,Brett Rumford,1,,,
T137,T130,Graeme Storm,1,,,
T137,T130,Alastair Forsyth,1,,,
T137,T130,Justin Bolli,1,,,
T137,T130,Ian Poulter,1,,1.0,
T137,T130,James Driscoll,1,,,
T137,T130,Bo Van Pelt,1,,1.0,
T137,T130,Nathan Green,1,,,1.0
T137,T130,Rich Beem,1,,,1.0
T137,T130,Y.E. Yang,1,,,
T137,T130,Chris Wood,1,,,
T137,T130,Ted Purdy,1,,,
T137,T130,Doug LaBelle II,1,,,
T137,T130,Brad Elder,1,,,
T137,T130,Harrison Frazar,1,,,
T137,T130,Ángel Cabrera,1,,,
T137,T130,Daniel Chopra,1,1.0,,
T137,T130,Brenden Pappas,1,,,
T137,T130,Jeev Milkha Singh,1,,,
T137,T130,Niclas Fasth,1,,,
T137,T130,David Howell,1,,,
T137,T130,Gavin Coles,1,,,
T137,T130,Arron Oberholser,1,,,
T137,T130,Larry Mize,1,,,
T137,T130,Greg Norman,1,,,1.0
T137,T130,David Toms,1,,,
T137,T130,Bob Tway,1,,,
T137,T130,Fred Funk,1,,,
T137,T130,John Huston,1,,,
T137,T130,Lee Janzen,1,,,
T137,T130,Chris DiMarco,1,,,
T137,T130,Tom Scherrer,1,,,
T137,T130,Jay Williamson,1,,1.0,
T137,T130,Shane Bertsch,1,,,
T137,T130,Bob Sowards,1,,,
T137,T130,Glen Day,1,,,
T137,T130,Dicky Pride,1,,,
T137,T130,J.P. Hayes,1,,,
T137,T130,Colin Montgomerie,1,,,
T137,T130,Mark Hensby,1,,,
T137,T130,Jeff Gove,1,,,
T137,T130,Chris Riley,1,,,1.0
T137,T130,Brent Geiberger,1,,,
T137,T130,Darren Clarke,1,,,
