RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
185,188,Adam Scott,51,54.66,375,686
186,187,Matt Jones,95,54.5,691,1268
187,190,Jeff Overton,103,54.31,750,1381
188,189,Richard Johnson,77,53.74,561,1044
189,193,James Driscoll,85,53.51,587,1097
190,195,Travis Perkins,53,53.44,350,655
191,191,Dustin Johnson,92,53.05,679,1280
192,194,Andres Romero,69,52.83,495,937
193,192,Jimmy Walker,73,52.82,478,905
194,196,Daniel Chopra,84,52.76,612,1160
195,197,J.B. Holmes,86,52.4,622,1187
196,198,Ángel Cabrera,55,51.11,367,718
197,199,David Duval,51,49.01,348,710
