RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
1,2,Brian Gay,102,64.82,398,614
2,1,Chris Riley,51,64.75,191,295
3,3,Corey Pavin,69,64.43,317,492
4,4,Charlie Wi,97,63.14,370,586
5,8,Briny Baird,113,62.43,354,567
6,6,Glen Day,64,62.37,232,372
7,7,Mike Weir,88,62.27,345,554
8,5,Omar Uresti,74,62.19,273,439
9,9,Gavin Coles,54,62.13,169,272
10,11,Tim Herron,97,62.03,392,632
11,10,Tom Pernice Jr.,104,61.9,416,672
12,12,Steve Stricker,75,61.83,290,469
13,13,Kevin Na,97,61.79,393,636
T14,T14,Shigeki Maruyama,50,61.73,200,324
T14,T14,Matt Kuchar,88,61.73,329,533
16,16,Ben Crane,86,61.51,326,530
17,17,Brian Davis,108,61.39,415,676
18,18,Shane Bertsch,96,61.35,381,621
19,35,Scott Sterling,89,61.25,294,480
20,21,Dudley Hart,74,61.12,261,427
21,19,Padraig Harrington,52,61.02,216,354
22,20,Nick O'Hern,82,61.01,313,513
23,22,Jesper Parnevik,88,60.98,361,592
24,T37,Craig Kanada,65,60.55,241,398
25,24,Kevin Sutherland,98,60.43,339,561
26,25,Phil Mickelson,80,60.42,290,480
27,23,Bob Tway,70,60.37,227,376
28,41,Tim Wilkinson,95,60.33,327,542
29,26,Jim Furyk,95,60.32,339,562
30,27,Stuart Appleby,87,60.24,347,576
31,29,Mark Wilson,107,60.13,383,637
32,30,Nathan Green,95,60.12,413,687
33,T37,Bob Estes,90,60.08,298,496
T34,T32,Billy Mayfair,103,60.07,355,591
T34,T32,Justin Leonard,101,60.07,343,571
T34,T32,Ryuji Imada,80,60.07,334,556
37,28,Brad Elder,67,60.0,231,385
38,36,Geoff Ogilvy,65,59.91,263,439
39,42,Patrick Sheehan,124,59.86,440,735
40,31,Eric Axley,113,59.84,456,762
41,47,Marc Turnesa,87,59.71,326,546
42,39,Parker McLachlin,88,59.61,338,567
43,51,John Rollins,94,59.39,367,618
44,40,Steve Flesch,95,59.34,359,605
45,44,Anthony Kim,81,59.32,296,499
46,45,Ben Curtis,80,59.2,296,500
47,46,Bart Bryant,81,59.18,303,512
48,43,Ryan Moore,72,59.07,293,496
49,54,Carl Pettersson,110,59.0,426,722
50,64,Brenden Pappas,66,58.93,221,375
51,49,Vijay Singh,82,58.92,261,443
52,50,Chez Reavie,102,58.91,347,589
T53,55,Tim Petrovic,97,58.81,347,590
T53,52,Stephen Leaney,53,58.81,197,335
55,60,Steve Marino,119,58.78,385,655
56,56,Kevin Streelman,114,58.77,372,633
57,62,Stephen Ames,83,58.72,303,516
58,68,John Riegger,73,58.7,216,368
59,T65,Scott McCarron,63,58.65,234,399
60,58,Aaron Baddeley,76,58.52,292,499
61,59,John Mallinger,95,58.51,392,670
T62,61,Matt Jones,95,58.39,362,620
T62,63,Joe Ogilvie,100,58.39,362,620
64,70,Greg Kraft,63,58.35,234,401
T65,53,Todd Demsey,80,58.32,284,487
T65,T88,Tim Clark,90,58.32,340,583
67,T65,Richard Johnson,77,58.29,327,561
68,67,Doug LaBelle II,65,58.27,215,369
69,74,Cameron Beckman,87,58.23,283,486
70,69,Jeff Quinney,87,58.19,348,598
71,77,Fred Couples,60,58.18,217,373
72,71,Jonathan Byrd,88,58.13,329,566
73,85,J.P. Hayes,67,58.09,273,470
74,73,Paul Goydos,78,58.08,302,520
75,91,Heath Slocum,104,58.04,361,622
76,75,Retief Goosen,59,58.02,246,424
77,76,Mathew Goggin,91,58.0,308,531
78,57,Steve Elkington,84,57.92,289,499
79,72,John Huston,56,57.91,161,278
80,79,Jeff Gove,50,57.89,154,266
81,78,Freddie Jacobson,78,57.84,310,536
82,86,Ken Duke,116,57.82,425,735
T83,103,Scott Verplank,82,57.76,294,509
T83,T100,Jerry Kelly,89,57.76,320,554
T85,T82,Andres Romero,69,57.75,287,497
T85,81,Nicholas Thompson,113,57.75,410,710
87,92,Frank Lickliter II,107,57.64,400,694
88,90,Chad Collins,72,57.63,268,465
89,87,Sergio Garcia,72,57.59,239,415
90,T88,Kenny Perry,97,57.57,327,568
91,94,Lee Janzen,89,57.52,306,532
92,95,Vaughn Taylor,103,57.5,368,640
93,93,Charley Hoffman,94,57.42,321,559
94,127,Jason Day,81,57.26,288,503
T95,96,K.J. Choi,74,57.24,249,435
T95,104,Daniel Chopra,84,57.24,344,601
T97,97,Dean Wilson,109,57.23,372,650
T97,80,Brett Quigley,80,57.23,285,498
T97,84,Richard Johnson,60,57.23,194,339
100,98,Brandt Snedeker,85,57.22,317,554
T101,107,Nick Watney,96,57.19,314,549
T101,99,Tom Lehman,51,57.19,191,334
T103,T100,Zach Johnson,85,57.14,280,490
T103,T100,Johnson Wagner,83,57.14,316,553
105,T105,Kent Jones,68,57.1,193,338
106,111,Boo Weekley,86,57.08,274,480
107,T105,Peter Lonard,92,57.01,317,556
108,108,Michael Letzig,88,56.94,316,555
109,110,Rocco Mediate,87,56.83,333,586
110,129,Michael Allen,91,56.78,310,546
111,112,Alejandro Cañizares,52,56.71,169,298
112,114,Ernie Els,51,56.61,197,348
113,115,Olin Browne,77,56.47,262,464
114,125,Chris DiMarco,87,56.45,324,574
115,116,Lucas Glover,91,56.44,320,567
116,126,Charles Howell III,101,56.42,334,592
117,T118,Martin Laird,98,56.41,308,546
T118,130,Bo Van Pelt,101,56.39,322,571
T118,136,Tag Ridings,88,56.39,322,571
120,117,Ian Poulter,51,56.34,200,355
121,T131,Mathias Grönberg,87,56.29,313,556
122,T118,Rory Sabbatini,77,56.25,261,464
123,113,Ted Purdy,68,56.22,208,370
124,120,Pat Perez,93,56.2,308,548
125,121,Jeff Overton,103,56.18,359,639
126,T139,Tom Scherrer,56,56.17,173,308
127,124,Jason Allred,63,56.14,215,383
128,128,Jin Park,85,56.12,289,515
129,T122,Rod Pampling,83,56.11,294,524
130,133,Will MacKenzie,62,56.09,221,394
131,T122,Brad Adamonis,87,56.08,286,510
132,142,Tommy Armour III,77,55.91,246,440
133,109,Jeff Maggert,86,55.85,291,521
T134,134,Sean O'Hair,81,55.79,289,518
T134,158,Jimmy Walker,73,55.79,241,432
136,150,Jason Gore,94,55.73,311,558
137,T131,Y.E. Yang,89,55.72,297,533
138,T145,Ryan Palmer,69,55.7,210,377
139,135,D.J. Trahan,94,55.69,318,571
140,141,Alex Cejka,75,55.68,255,458
141,143,Steve Lowery,74,55.64,301,541
142,148,Stewart Cink,87,55.6,268,482
143,T145,J.J. Henry,108,55.59,333,599
144,138,Marco Dawson,64,55.58,219,394
T145,156,Davis Love III,78,55.56,275,495
T145,137,Kenneth Ferrie,72,55.56,225,405
147,T145,Woody Austin,109,55.48,334,602
148,T139,Bill Haas,99,55.31,302,546
149,152,Robert Allenby,108,55.26,315,570
150,168,Bob Sowards,61,55.25,200,362
151,144,Brett Rumford,72,55.2,260,471
152,166,J.B. Holmes,86,55.03,312,567
153,151,Carlos Franco,73,55.0,220,400
154,153,Jon Mills,95,54.75,294,537
155,160,James Driscoll,85,54.73,272,497
T156,154,John Senden,93,54.69,280,512
T156,157,Bubba Watson,97,54.69,303,554
158,155,Chad Campbell,94,54.68,292,534
159,149,Jay Williamson,96,54.65,288,527
160,159,John Merrick,98,54.49,285,523
161,161,Mark Calcavecchia,67,54.37,230,423
162,173,Robert Gamez,79,54.35,256,471
163,164,Billy Andrade,71,54.09,238,440
164,162,Ron Whittaker,54,54.03,161,298
165,T174,Chris Stroud,81,54.0,236,437
166,163,Cliff Kresge,84,53.97,272,504
167,169,Jim McGovern,75,53.85,231,429
168,167,Todd Hamilton,92,53.83,330,613
169,181,Rich Beem,90,53.78,292,543
170,170,Hunter Mahan,87,53.55,249,465
171,171,Camilo Villegas,79,53.52,266,497
172,172,Brandt Jobe,52,53.5,168,314
T173,T179,Troy Matteson,94,53.44,295,552
T173,T174,Adam Scott,51,53.44,171,320
T175,176,Steve Allan,58,53.31,161,302
T175,193,Harrison Frazar,73,53.31,185,347
177,178,Cody Freeman,66,53.24,230,432
178,177,Paul Claxton,63,53.2,191,359
179,165,Nick Flanagan,89,53.18,293,551
180,T179,Ángel Cabrera,55,53.06,182,343
181,182,Trevor Immelman,70,52.88,239,452
182,185,Justin Bolli,87,52.83,252,477
183,183,Kyle Thompson,70,52.66,228,433
184,184,David Lutterus,59,52.65,189,359
185,188,Mark Hensby,71,52.29,240,459
186,189,Kevin Stadler,90,52.23,269,515
187,186,David Toms,70,52.11,222,426
188,187,Paul Casey,55,52.02,167,321
189,192,Joe Durant,92,51.95,227,437
190,194,Robert Garrigus,90,51.74,268,518
191,190,George McNeill,97,51.72,285,551
192,191,Dustin Johnson,92,51.58,310,601
193,195,Travis Perkins,53,50.15,164,327
194,196,Ryan Armour,87,49.61,255,514
195,197,David Duval,51,49.1,190,387
